,mp_name,p_name
74724,Chlordane (alpha+gamma),
74725,Chlordane (alpha+gamma),
74726,Chlordane (alpha+gamma),
74727,Chlordane (alpha+gamma),
74728,Chlordane (alpha+gamma),
74729,Chlordane (alpha+gamma),
74730,p-p'-DDD,
74731,p-p'-DDD,
74732,p-p'-DDD,
74733,p-p'-DDD,
74734,p-p'-DDD,
74735,p-p'-DDD,
74736,p-p'-DDD,
74737,p-p'-DDD,
74738,p-p'-DDD,
74739,p-p'-DDD,
74740,p-p'-DDD,
74741,p-p'-DDD,
74742,p-p'-DDD,
74743,p-p'-DDD,
74744,p-p'-DDD,
74745,p-p'-DDD,
74746,p-p'-DDD,
74747,p-p'-DDD,
74748,p-p'-DDD,
74749,p-p'-DDD,
74750,p-p'-DDD,
74751,p-p'-DDD,
74752,p-p'-DDD,
74753,p-p'-DDD,
74754,p-p'-DDD,
74755,p-p'-DDD,
74756,p-p'-DDD,
74757,p-p'-DDD,
74758,p-p'-DDD,
74759,p-p'-DDD,
74760,p-p'-DDD,
74761,p-p'-DDD,
74762,p-p'-DDD,
74763,p-p'-DDD,
74764,p-p'-DDD,
74765,p-p'-DDD,
74766,p-p'-DDD,
74767,p-p'-DDD,
74768,p-p'-DDD,
74769,p-p'-DDD,
74770,p-p'-DDD,
74771,p-p'-DDD,
74772,p-p'-DDD,
74773,p-p'-DDD,
74774,p-p'-DDD,
74775,p-p'-DDD,
74776,p-p'-DDD,
74777,p-p'-DDD,
74778,p-p'-DDD,
74779,p-p'-DDE,
74780,p-p'-DDE,
74781,p-p'-DDE,
74782,p-p'-DDE,
74783,p-p'-DDE,
74784,p-p'-DDE,
74785,p-p'-DDE,
74786,p-p'-DDE,
74787,p-p'-DDE,
74788,p-p'-DDE,
74789,p-p'-DDE,
74790,p-p'-DDE,
74791,p-p'-DDE,
74792,p-p'-DDE,
74793,p-p'-DDE,
74794,p-p'-DDE,
74795,p-p'-DDE,
74796,p-p'-DDE,
74797,p-p'-DDE,
74798,p-p'-DDE,
74799,p-p'-DDE,
74800,p-p'-DDE,
74801,p-p'-DDE,
74802,p-p'-DDE,
74803,p-p'-DDE,
74804,p-p'-DDE,
74805,p-p'-DDE,
74806,p-p'-DDE,
74807,p-p'-DDE,
74808,p-p'-DDE,
74809,p-p'-DDE,
74810,p-p'-DDE,
74811,p-p'-DDE,
74812,p-p'-DDE,
74813,p-p'-DDE,
74814,p-p'-DDE,
74815,p-p'-DDE,
74816,p-p'-DDE,
74817,p-p'-DDE,
74818,p-p'-DDE,
74819,p-p'-DDE,
74820,p-p'-DDE,
74821,p-p'-DDE,
74822,p-p'-DDE,
74823,p-p'-DDE,
74824,p-p'-DDE,
74825,p-p'-DDE,
74826,p-p'-DDE,
74827,p-p'-DDE,
74828,p-p'-DDT,
74829,p-p'-DDT,
74830,p-p'-DDT,
74831,p-p'-DDT,
74832,p-p'-DDT,
74833,p-p'-DDT,
74834,p-p'-DDT,
74835,p-p'-DDT,
74836,p-p'-DDT,
74837,p-p'-DDT,
74838,p-p'-DDT,
74839,p-p'-DDT,
74840,p-p'-DDT,
74841,p-p'-DDT,
74842,p-p'-DDT,
74843,p-p'-DDT,
74844,p-p'-DDT,
74845,p-p'-DDT,
74846,p-p'-DDT,
74847,p-p'-DDT,
74848,p-p'-DDT,
74849,p-p'-DDT,
74850,p-p'-DDT,
74851,p-p'-DDT,
74852,p-p'-DDT,
74853,p-p'-DDT,
74854,p-p'-DDT,
74855,p-p'-DDT,
74856,p-p'-DDT,
74857,p-p'-DDT,
74858,p-p'-DDT,
74859,p-p'-DDT,
74860,p-p'-DDT,
74861,p-p'-DDT,
74862,p-p'-DDT,
74863,p-p'-DDT,
74864,p-p'-DDT,
74865,p-p'-DDT,
74866,p-p'-DDT,
74867,p-p'-DDT,
74868,p-p'-DDT,
74869,p-p'-DDT,
74870,p-p'-DDT,
74871,p-p'-DDT,
74872,p-p'-DDT,
74873,p-p'-DDT,
74874,p-p'-DDT,
74875,p-p'-DDT,
74876,p-p'-DDT,
74877,Dieldrin,
74878,Dieldrin,
74879,Dieldrin,
74880,Dieldrin,
74881,Dieldrin,
74882,Dieldrin,
74883,Dieldrin,
74884,Dieldrin,
74885,Dieldrin,
74886,Dieldrin,
74887,Dieldrin,
74888,Dieldrin,
74889,Dieldrin,
74890,Dieldrin,
74891,Dieldrin,
74892,Dieldrin,
74893,Dieldrin,
74894,Dieldrin,
74895,Dieldrin,
74896,Dieldrin,
74897,Dieldrin,
74898,Dieldrin,
74899,Dieldrin,
74900,Dieldrin,
74901,Dieldrin,
74902,Dieldrin,
74903,Dieldrin,
74904,Dieldrin,
74905,Dieldrin,
74906,Dieldrin,
74907,Dieldrin,
74908,Dieldrin,
74909,Dieldrin,
74910,Dieldrin,
74911,Dieldrin,
74912,Dieldrin,
74913,Dieldrin,
74914,Dieldrin,
74915,Dieldrin,
74916,Dieldrin,
74917,Dieldrin,
74918,Dieldrin,
74919,Dieldrin,
74920,Dieldrin,
74921,Dieldrin,
74922,Dieldrin,
74923,Dieldrin,
74924,Dieldrin,
74925,Dieldrin,
74926,Hexabromobenzene (HBB),
74927,Hexabromobenzene (HBB),
74928,Hexabromobenzene (HBB),
74929,Hexabromobenzene (HBB),
74930,Hexabromobenzene (HBB),
74931,Hexabromobenzene (HBB),
74932,Hexabromobenzene (HBB),
74933,Hexabromobenzene (HBB),
74934,Hexabromobenzene (HBB),
74935,Hexabromobenzene (HBB),
74936,Hexabromobenzene (HBB),
74937,Hexabromobenzene (HBB),
74938,Hexabromobenzene (HBB),
74939,Hexabromobenzene (HBB),
74940,Hexabromobenzene (HBB),
74941,Hexabromobenzene (HBB),
74942,Hexabromobenzene (HBB),
74943,Hexabromobenzene (HBB),
74944,Hexabromobenzene (HBB),
74945,Hexabromobenzene (HBB),
74946,Hexabromobenzene (HBB),
74947,Hexabromobenzene (HBB),
74948,Hexabromobenzene (HBB),
74949,Hexabromobenzene (HBB),
74950,Hexabromobenzene (HBB),
74951,Hexabromobenzene (HBB),
74952,Hexabromobenzene (HBB),
74953,Hexabromobenzene (HBB),
74954,Hexabromobenzene (HBB),
74955,Hexabromobenzene (HBB),
74956,Hexabromobenzene (HBB),
74957,Hexabromobenzene (HBB),
74958,Hexabromobenzene (HBB),
74959,Hexabromobenzene (HBB),
74960,Hexabromobenzene (HBB),
74961,Hexabromobenzene (HBB),
74962,Hexabromobenzene (HBB),
74963,Hexabromobenzene (HBB),
74964,Hexabromobenzene (HBB),
74965,Hexabromobenzene (HBB),
74966,Hexabromobenzene (HBB),
74967,Hexabromobenzene (HBB),
74968,Hexabromobenzene (HBB),
74969,Hexabromobenzene (HBB),
74970,Hexabromobenzene (HBB),
74971,Hexabromobenzene (HBB),
74972,Hexabromobenzene (HBB),
74973,Hexabromobenzene (HBB),
74974,Hexabromobenzene (HBB),
74975,Heptachlor epoxide,
74976,Heptachlor epoxide,
74977,Heptachlor epoxide,
74978,Heptachlor epoxide,
74979,Heptachlor epoxide,
74980,Heptachlor epoxide,
74981,Heptachlor epoxide,
74982,Heptachlor epoxide,
74983,Heptachlor epoxide,
74984,Heptachlor epoxide,
74985,Heptachlor epoxide,
74986,Heptachlor epoxide,
74987,Heptachlor epoxide,
74988,Heptachlor epoxide,
74989,Heptachlor epoxide,
74990,Heptachlor epoxide,
74991,Heptachlor epoxide,
74992,Heptachlor epoxide,
74993,Heptachlor epoxide,
74994,Heptachlor epoxide,
74995,Heptachlor epoxide,
74996,Heptachlor epoxide,
74997,Heptachlor epoxide,
74998,Heptachlor epoxide,
74999,Heptachlor epoxide,
75000,Heptachlor epoxide,
75001,Heptachlor epoxide,
75002,Heptachlor epoxide,
75003,Heptachlor epoxide,
75004,Heptachlor epoxide,
75005,Heptachlor epoxide,
75006,Heptachlor epoxide,
75007,Heptachlor epoxide,
75008,Heptachlor epoxide,
75009,Heptachlor epoxide,
75010,Heptachlor epoxide,
75011,Heptachlor epoxide,
75012,Heptachlor epoxide,
75013,Heptachlor epoxide,
75014,Heptachlor epoxide,
75015,Heptachlor epoxide,
75016,Heptachlor epoxide,
75017,Heptachlor epoxide,
75018,Heptachlor epoxide,
75019,Heptachlor epoxide,
75020,Heptachlor epoxide,
75021,Heptachlor epoxide,
75022,Heptachlor epoxide,
75023,Heptachlor epoxide,
75024,Mirex,
75025,Mirex,
75026,Mirex,
75027,Mirex,
75028,Mirex,
75029,Mirex,
75030,Mirex,
75031,Mirex,
75032,Mirex,
75033,Mirex,
75034,Mirex,
75035,Mirex,
75036,Mirex,
75037,Mirex,
75038,Mirex,
75039,Mirex,
75040,Mirex,
75041,Mirex,
75042,Mirex,
75043,Mirex,
75044,Mirex,
75045,Mirex,
75046,Mirex,
75047,Mirex,
75048,Mirex,
75049,Mirex,
75050,Mirex,
75051,Mirex,
75052,Mirex,
75053,Mirex,
75054,Mirex,
75055,Mirex,
75056,Mirex,
75057,Mirex,
75058,Mirex,
75059,Mirex,
75060,Mirex,
75061,Mirex,
75062,Mirex,
75063,Mirex,
75064,Mirex,
75065,Mirex,
75066,Mirex,
75067,Mirex,
75068,Mirex,
75069,Mirex,
75070,Mirex,
75071,Mirex,
75072,Mirex,
75073,PCBs (as Arochlor 1254) Total,
75074,PCBs (as Arochlor 1254) Total,
75075,PCBs (as Arochlor 1254) Total,
75076,PCBs (as Arochlor 1254) Total,
75077,PCBs (as Arochlor 1254) Total,
75078,PCBs (as Arochlor 1254) Total,
75079,PCBs (as Arochlor 1254) Total,
75080,PCBs (as Arochlor 1254) Total,
75081,PCBs (as Arochlor 1254) Total,
75082,PCBs (as Arochlor 1254) Total,
75083,PCBs (as Arochlor 1254) Total,
75084,PCBs (as Arochlor 1254) Total,
75085,PCBs (as Arochlor 1254) Total,
75086,PCBs (as Arochlor 1254) Total,
75087,PCBs (as Arochlor 1254) Total,
75088,PCBs (as Arochlor 1254) Total,
75089,PCBs (as Arochlor 1254) Total,
75090,PCBs (as Arochlor 1254) Total,
75091,PCBs (as Arochlor 1254) Total,
75092,PCBs (as Arochlor 1254) Total,
75093,PCBs (as Arochlor 1254) Total,
75094,PCBs (as Arochlor 1254) Total,
75095,PCBs (as Arochlor 1254) Total,
75096,PCBs (as Arochlor 1254) Total,
75097,PCBs (as Arochlor 1254) Total,
75098,PCBs (as Arochlor 1254) Total,
75099,PCBs (as Arochlor 1254) Total,
75100,PCBs (as Arochlor 1254) Total,
75101,PCBs (as Arochlor 1254) Total,
75102,PCBs (as Arochlor 1254) Total,
75103,PCBs (as Arochlor 1254) Total,
75104,PCBs (as Arochlor 1254) Total,
75105,PCBs (as Arochlor 1254) Total,
75106,PCBs (as Arochlor 1254) Total,
75107,PCBs (as Arochlor 1254) Total,
75108,PCBs (as Arochlor 1254) Total,
75109,PCBs (as Arochlor 1254) Total,
75110,PCBs (as Arochlor 1254) Total,
75111,PCBs (as Arochlor 1254) Total,
75112,PCBs (as Arochlor 1254) Total,
75113,PCBs (as Arochlor 1254) Total,
75114,PCBs (as Arochlor 1254) Total,
75115,PCBs (as Arochlor 1254) Total,
75116,PCBs (as Arochlor 1254) Total,
75117,PCBs (as Arochlor 1254) Total,
75118,PCBs (as Arochlor 1254) Total,
75119,PCBs (as Arochlor 1254) Total,
75120,PCBs (as Arochlor 1254) Total,
75121,PCBs (as Arochlor 1254) Total,
75122,Chlordane (alpha+gamma),
75123,Chlordane (alpha+gamma),
75124,Chlordane (alpha+gamma),
75125,Chlordane (alpha+gamma),
75126,Chlordane (alpha+gamma),
75127,Chlordane (alpha+gamma),
75128,Chlordane (alpha+gamma),
75129,Chlordane (alpha+gamma),
75130,Chlordane (alpha+gamma),
75131,Chlordane (alpha+gamma),
75132,Chlordane (alpha+gamma),
75133,Chlordane (alpha+gamma),
75134,Chlordane (alpha+gamma),
75135,Chlordane (alpha+gamma),
75136,Chlordane (alpha+gamma),
75137,Chlordane (alpha+gamma),
75138,Chlordane (alpha+gamma),
75139,Chlordane (alpha+gamma),
75140,Chlordane (alpha+gamma),
75141,Chlordane (alpha+gamma),
75142,Chlordane (alpha+gamma),
75143,Chlordane (alpha+gamma),
75144,Chlordane (alpha+gamma),
75145,p-p'-DDD,
75146,p-p'-DDD,
75147,p-p'-DDD,
75148,p-p'-DDD,
75149,p-p'-DDD,
75150,p-p'-DDD,
75151,p-p'-DDD,
75152,p-p'-DDD,
75153,p-p'-DDD,
75154,p-p'-DDD,
75155,p-p'-DDD,
75156,p-p'-DDD,
75157,p-p'-DDD,
75158,p-p'-DDD,
75159,p-p'-DDD,
75160,p-p'-DDD,
75161,p-p'-DDD,
75162,p-p'-DDD,
75163,p-p'-DDD,
75164,p-p'-DDD,
75165,p-p'-DDD,
75166,p-p'-DDD,
75167,p-p'-DDD,
75168,p-p'-DDE,
75169,p-p'-DDE,
75170,p-p'-DDE,
75171,p-p'-DDE,
75172,p-p'-DDE,
75173,p-p'-DDE,
75174,p-p'-DDE,
75175,p-p'-DDE,
75176,p-p'-DDE,
75177,p-p'-DDE,
75178,p-p'-DDE,
75179,p-p'-DDE,
75180,p-p'-DDE,
75181,p-p'-DDE,
75182,p-p'-DDE,
75183,p-p'-DDE,
75184,p-p'-DDE,
75185,p-p'-DDE,
75186,p-p'-DDE,
75187,p-p'-DDE,
75188,p-p'-DDE,
75189,p-p'-DDE,
75190,p-p'-DDE,
75191,p-p'-DDT,
75192,p-p'-DDT,
75193,p-p'-DDT,
75194,p-p'-DDT,
75195,p-p'-DDT,
75196,p-p'-DDT,
75197,p-p'-DDT,
75198,p-p'-DDT,
75199,p-p'-DDT,
75200,p-p'-DDT,
75201,p-p'-DDT,
75202,p-p'-DDT,
75203,p-p'-DDT,
75204,p-p'-DDT,
75205,p-p'-DDT,
75206,p-p'-DDT,
75207,p-p'-DDT,
75208,p-p'-DDT,
75209,p-p'-DDT,
75210,p-p'-DDT,
75211,p-p'-DDT,
75212,p-p'-DDT,
75213,p-p'-DDT,
75214,Dieldrin,
75215,Dieldrin,
75216,Dieldrin,
75217,Dieldrin,
75218,Dieldrin,
75219,Dieldrin,
75220,Dieldrin,
75221,Dieldrin,
75222,Dieldrin,
75223,Dieldrin,
75224,Dieldrin,
75225,Dieldrin,
75226,Dieldrin,
75227,Dieldrin,
75228,Dieldrin,
75229,Dieldrin,
75230,Dieldrin,
75231,Dieldrin,
75232,Dieldrin,
75233,Dieldrin,
75234,Dieldrin,
75235,Dieldrin,
75236,Dieldrin,
75237,Hexabromobenzene (HBB),
75238,Hexabromobenzene (HBB),
75239,Hexabromobenzene (HBB),
75240,Hexabromobenzene (HBB),
75241,Hexabromobenzene (HBB),
75242,Hexabromobenzene (HBB),
75243,Hexabromobenzene (HBB),
75244,Hexabromobenzene (HBB),
75245,Hexabromobenzene (HBB),
75246,Hexabromobenzene (HBB),
75247,Hexabromobenzene (HBB),
75248,Hexabromobenzene (HBB),
75249,Hexabromobenzene (HBB),
75250,Hexabromobenzene (HBB),
75251,Hexabromobenzene (HBB),
75252,Hexabromobenzene (HBB),
75253,Hexabromobenzene (HBB),
75254,Hexabromobenzene (HBB),
75255,Hexabromobenzene (HBB),
75256,Hexabromobenzene (HBB),
75257,Hexabromobenzene (HBB),
75258,Hexabromobenzene (HBB),
75259,Hexabromobenzene (HBB),
75260,Mirex,
75261,Mirex,
75262,Mirex,
75263,Mirex,
75264,Mirex,
75265,Mirex,
75266,Mirex,
75267,Mirex,
75268,Mirex,
75269,Mirex,
75270,Mirex,
75271,Mirex,
75272,Mirex,
75273,Mirex,
75274,Mirex,
75275,Mirex,
75276,Mirex,
75277,Mirex,
75278,Mirex,
75279,Mirex,
75280,Mirex,
75281,Mirex,
75282,Mirex,
75283,PCBs (as Arochlor 1254) Total,
75284,PCBs (as Arochlor 1254) Total,
75285,PCBs (as Arochlor 1254) Total,
75286,PCBs (as Arochlor 1254) Total,
75287,PCBs (as Arochlor 1254) Total,
75288,PCBs (as Arochlor 1254) Total,
75289,PCBs (as Arochlor 1254) Total,
75290,PCBs (as Arochlor 1254) Total,
75291,PCBs (as Arochlor 1254) Total,
75292,PCBs (as Arochlor 1254) Total,
75293,PCBs (as Arochlor 1254) Total,
75294,PCBs (as Arochlor 1254) Total,
75295,PCBs (as Arochlor 1254) Total,
75296,PCBs (as Arochlor 1254) Total,
75297,PCBs (as Arochlor 1254) Total,
75298,PCBs (as Arochlor 1254) Total,
75299,PCBs (as Arochlor 1254) Total,
75300,PCBs (as Arochlor 1254) Total,
75301,PCBs (as Arochlor 1254) Total,
75302,PCBs (as Arochlor 1254) Total,
75303,PCBs (as Arochlor 1254) Total,
75304,PCBs (as Arochlor 1254) Total,
75305,PCBs (as Arochlor 1254) Total,
75306,Chlordane (alpha+gamma),
75307,Chlordane (alpha+gamma),
75308,Chlordane (alpha+gamma),
75309,Chlordane (alpha+gamma),
75310,Chlordane (alpha+gamma),
75311,Chlordane (alpha+gamma),
75312,Chlordane (alpha+gamma),
75313,Chlordane (alpha+gamma),
75314,Chlordane (alpha+gamma),
75315,Chlordane (alpha+gamma),
75316,Chlordane (alpha+gamma),
75317,Chlordane (alpha+gamma),
75318,Chlordane (alpha+gamma),
75319,Chlordane (alpha+gamma),
75320,Chlordane (alpha+gamma),
75321,Chlordane (alpha+gamma),
75322,Chlordane (alpha+gamma),
75323,p-p'-DDD,
75324,p-p'-DDD,
75325,p-p'-DDD,
75326,p-p'-DDD,
75327,p-p'-DDD,
75328,p-p'-DDD,
75329,p-p'-DDD,
75330,p-p'-DDD,
75331,p-p'-DDD,
75332,p-p'-DDD,
75333,p-p'-DDD,
75334,p-p'-DDD,
75335,p-p'-DDD,
75336,p-p'-DDD,
75337,p-p'-DDD,
75338,p-p'-DDD,
75339,p-p'-DDD,
75340,p-p'-DDE,
75341,p-p'-DDE,
75342,p-p'-DDE,
75343,p-p'-DDE,
75344,p-p'-DDE,
75345,p-p'-DDE,
75346,p-p'-DDE,
75347,p-p'-DDE,
75348,p-p'-DDE,
75349,p-p'-DDE,
75350,p-p'-DDE,
75351,p-p'-DDE,
75352,p-p'-DDE,
75353,p-p'-DDE,
75354,p-p'-DDE,
75355,p-p'-DDE,
75356,p-p'-DDE,
75357,p-p'-DDT,
75358,p-p'-DDT,
75359,p-p'-DDT,
75360,p-p'-DDT,
75361,p-p'-DDT,
75362,p-p'-DDT,
75363,p-p'-DDT,
75364,p-p'-DDT,
75365,p-p'-DDT,
75366,p-p'-DDT,
75367,p-p'-DDT,
75368,p-p'-DDT,
75369,p-p'-DDT,
75370,p-p'-DDT,
75371,p-p'-DDT,
75372,p-p'-DDT,
75373,p-p'-DDT,
75374,Dieldrin,
75375,Dieldrin,
75376,Dieldrin,
75377,Dieldrin,
75378,Dieldrin,
75379,Dieldrin,
75380,Dieldrin,
75381,Dieldrin,
75382,Dieldrin,
75383,Dieldrin,
75384,Dieldrin,
75385,Dieldrin,
75386,Dieldrin,
75387,Dieldrin,
75388,Dieldrin,
75389,Dieldrin,
75390,Dieldrin,
75391,Hexabromobenzene (HBB),
75392,Hexabromobenzene (HBB),
75393,Hexabromobenzene (HBB),
75394,Hexabromobenzene (HBB),
75395,Hexabromobenzene (HBB),
75396,Hexabromobenzene (HBB),
75397,Hexabromobenzene (HBB),
75398,Hexabromobenzene (HBB),
75399,Hexabromobenzene (HBB),
75400,Hexabromobenzene (HBB),
75401,Hexabromobenzene (HBB),
75402,Hexabromobenzene (HBB),
75403,Hexabromobenzene (HBB),
75404,Hexabromobenzene (HBB),
75405,Hexabromobenzene (HBB),
75406,Hexabromobenzene (HBB),
75407,Hexabromobenzene (HBB),
75408,Mirex,
75409,Mirex,
75410,Mirex,
75411,Mirex,
75412,Mirex,
75413,Mirex,
75414,Mirex,
75415,Mirex,
75416,Mirex,
75417,Mirex,
75418,Mirex,
75419,Mirex,
75420,Mirex,
75421,Mirex,
75422,Mirex,
75423,Mirex,
75424,Mirex,
75425,PCBs (as Arochlor 1254) Total,
75426,PCBs (as Arochlor 1254) Total,
75427,PCBs (as Arochlor 1254) Total,
75428,PCBs (as Arochlor 1254) Total,
75429,PCBs (as Arochlor 1254) Total,
75430,PCBs (as Arochlor 1254) Total,
75431,PCBs (as Arochlor 1254) Total,
75432,PCBs (as Arochlor 1254) Total,
75433,PCBs (as Arochlor 1254) Total,
75434,PCBs (as Arochlor 1254) Total,
75435,PCBs (as Arochlor 1254) Total,
75436,PCBs (as Arochlor 1254) Total,
75437,PCBs (as Arochlor 1254) Total,
75438,PCBs (as Arochlor 1254) Total,
75439,PCBs (as Arochlor 1254) Total,
75440,PCBs (as Arochlor 1254) Total,
75441,PCBs (as Arochlor 1254) Total,
75442,Chlordane (alpha+gamma),
75443,Chlordane (alpha+gamma),
75444,Chlordane (alpha+gamma),
75445,Chlordane (alpha+gamma),
75446,Chlordane (alpha+gamma),
75447,Chlordane (alpha+gamma),
75448,Chlordane (alpha+gamma),
75449,Chlordane (alpha+gamma),
75450,Chlordane (alpha+gamma),
75451,Chlordane (alpha+gamma),
75452,Chlordane (alpha+gamma),
75453,Chlordane (alpha+gamma),
75454,Chlordane (alpha+gamma),
75455,Chlordane (alpha+gamma),
75456,Chlordane (alpha+gamma),
75457,Chlordane (alpha+gamma),
75458,Chlordane (alpha+gamma),
75459,Chlordane (alpha+gamma),
75460,Chlordane (alpha+gamma),
75461,Chlordane (alpha+gamma),
75462,Chlordane (alpha+gamma),
75463,Chlordane (alpha+gamma),
75464,Chlordane (alpha+gamma),
75465,Chlordane (alpha+gamma),
75466,Chlordane (alpha+gamma),
75467,Chlordane (alpha+gamma),
75468,Chlordane (alpha+gamma),
75469,Chlordane (alpha+gamma),
75470,Chlordane (alpha+gamma),
75471,Chlordane (alpha+gamma),
75472,Chlordane (alpha+gamma),
75473,Chlordane (alpha+gamma),
75474,Chlordane (alpha+gamma),
75475,Chlordane (alpha+gamma),
75476,Chlordane (alpha+gamma),
75477,Chlordane (alpha+gamma),
75478,Chlordane (alpha+gamma),
75479,Chlordane (alpha+gamma),
75480,Chlordane (alpha+gamma),
75481,Chlordane (alpha+gamma),
75482,p-p'-DDD,
75483,p-p'-DDD,
75484,p-p'-DDD,
75485,p-p'-DDD,
75486,p-p'-DDD,
75487,p-p'-DDD,
75488,p-p'-DDD,
75489,p-p'-DDD,
75490,p-p'-DDD,
75491,p-p'-DDD,
75492,p-p'-DDD,
75493,p-p'-DDD,
75494,p-p'-DDD,
75495,p-p'-DDD,
75496,p-p'-DDD,
75497,p-p'-DDD,
75498,p-p'-DDD,
75499,p-p'-DDD,
75500,p-p'-DDD,
75501,p-p'-DDD,
75502,p-p'-DDD,
75503,p-p'-DDD,
75504,p-p'-DDD,
75505,p-p'-DDD,
75506,p-p'-DDD,
75507,p-p'-DDD,
75508,p-p'-DDD,
75509,p-p'-DDD,
75510,p-p'-DDD,
75511,p-p'-DDD,
75512,p-p'-DDD,
75513,p-p'-DDD,
75514,p-p'-DDD,
75515,p-p'-DDD,
75516,p-p'-DDD,
75517,p-p'-DDD,
75518,p-p'-DDD,
75519,p-p'-DDD,
75520,p-p'-DDD,
75521,p-p'-DDD,
75522,p-p'-DDE,
75523,p-p'-DDE,
75524,p-p'-DDE,
75525,p-p'-DDE,
75526,p-p'-DDE,
75527,p-p'-DDE,
75528,p-p'-DDE,
75529,p-p'-DDE,
75530,p-p'-DDE,
75531,p-p'-DDE,
75532,p-p'-DDE,
75533,p-p'-DDE,
75534,p-p'-DDE,
75535,p-p'-DDE,
75536,p-p'-DDE,
75537,p-p'-DDE,
75538,p-p'-DDE,
75539,p-p'-DDE,
75540,p-p'-DDE,
75541,p-p'-DDE,
75542,p-p'-DDE,
75543,p-p'-DDE,
75544,p-p'-DDE,
75545,p-p'-DDE,
75546,p-p'-DDE,
75547,p-p'-DDE,
75548,p-p'-DDE,
75549,p-p'-DDE,
75550,p-p'-DDE,
75551,p-p'-DDE,
75552,p-p'-DDE,
75553,p-p'-DDE,
75554,p-p'-DDE,
75555,p-p'-DDE,
75556,p-p'-DDE,
75557,p-p'-DDE,
75558,p-p'-DDE,
75559,p-p'-DDE,
75560,p-p'-DDE,
75561,p-p'-DDE,
75562,p-p'-DDT,
75563,p-p'-DDT,
75564,p-p'-DDT,
75565,p-p'-DDT,
75566,p-p'-DDT,
75567,p-p'-DDT,
75568,p-p'-DDT,
75569,p-p'-DDT,
75570,p-p'-DDT,
75571,p-p'-DDT,
75572,p-p'-DDT,
75573,p-p'-DDT,
75574,p-p'-DDT,
75575,p-p'-DDT,
75576,p-p'-DDT,
75577,p-p'-DDT,
75578,p-p'-DDT,
75579,p-p'-DDT,
75580,p-p'-DDT,
75581,p-p'-DDT,
75582,p-p'-DDT,
75583,p-p'-DDT,
75584,p-p'-DDT,
75585,p-p'-DDT,
75586,p-p'-DDT,
75587,p-p'-DDT,
75588,p-p'-DDT,
75589,p-p'-DDT,
75590,p-p'-DDT,
75591,p-p'-DDT,
75592,p-p'-DDT,
75593,p-p'-DDT,
75594,p-p'-DDT,
75595,p-p'-DDT,
75596,p-p'-DDT,
75597,p-p'-DDT,
75598,p-p'-DDT,
75599,p-p'-DDT,
75600,p-p'-DDT,
75601,p-p'-DDT,
75602,Dieldrin,
75603,Dieldrin,
75604,Dieldrin,
75605,Dieldrin,
75606,Dieldrin,
75607,Dieldrin,
75608,Dieldrin,
75609,Dieldrin,
75610,Dieldrin,
75611,Dieldrin,
75612,Dieldrin,
75613,Dieldrin,
75614,Dieldrin,
75615,Dieldrin,
75616,Dieldrin,
75617,Dieldrin,
75618,Dieldrin,
75619,Dieldrin,
75620,Dieldrin,
75621,Dieldrin,
75622,Dieldrin,
75623,Dieldrin,
75624,Dieldrin,
75625,Dieldrin,
75626,Dieldrin,
75627,Dieldrin,
75628,Dieldrin,
75629,Dieldrin,
75630,Dieldrin,
75631,Dieldrin,
75632,Dieldrin,
75633,Dieldrin,
75634,Dieldrin,
75635,Dieldrin,
75636,Dieldrin,
75637,Dieldrin,
75638,Dieldrin,
75639,Dieldrin,
75640,Dieldrin,
75641,Dieldrin,
75642,Hexabromobenzene (HBB),
75643,Hexabromobenzene (HBB),
75644,Hexabromobenzene (HBB),
75645,Hexabromobenzene (HBB),
75646,Hexabromobenzene (HBB),
75647,Hexabromobenzene (HBB),
75648,Hexabromobenzene (HBB),
75649,Hexabromobenzene (HBB),
75650,Hexabromobenzene (HBB),
75651,Hexabromobenzene (HBB),
75652,Hexabromobenzene (HBB),
75653,Hexabromobenzene (HBB),
75654,Hexabromobenzene (HBB),
75655,Hexabromobenzene (HBB),
75656,Hexabromobenzene (HBB),
75657,Hexabromobenzene (HBB),
75658,Hexabromobenzene (HBB),
75659,Hexabromobenzene (HBB),
75660,Hexabromobenzene (HBB),
75661,Hexabromobenzene (HBB),
75662,Hexabromobenzene (HBB),
75663,Hexabromobenzene (HBB),
75664,Hexabromobenzene (HBB),
75665,Hexabromobenzene (HBB),
75666,Hexabromobenzene (HBB),
75667,Hexabromobenzene (HBB),
75668,Hexabromobenzene (HBB),
75669,Hexabromobenzene (HBB),
75670,Hexabromobenzene (HBB),
75671,Hexabromobenzene (HBB),
75672,Hexabromobenzene (HBB),
75673,Hexabromobenzene (HBB),
75674,Hexabromobenzene (HBB),
75675,Hexabromobenzene (HBB),
75676,Hexabromobenzene (HBB),
75677,Hexabromobenzene (HBB),
75678,Hexabromobenzene (HBB),
75679,Hexabromobenzene (HBB),
75680,Hexabromobenzene (HBB),
75681,Hexabromobenzene (HBB),
75682,Heptachlor epoxide,
75683,Heptachlor epoxide,
75684,Heptachlor epoxide,
75685,Heptachlor epoxide,
75686,Heptachlor epoxide,
75687,Heptachlor epoxide,
75688,Heptachlor epoxide,
75689,Heptachlor epoxide,
75690,Heptachlor epoxide,
75691,Heptachlor epoxide,
75692,Heptachlor epoxide,
