,mp_name,p_name
1380,p-p'-DDD,
1381,p-p'-DDD,
1382,p-p'-DDD,
1383,p-p'-DDE,
1384,p-p'-DDE,
1385,p-p'-DDE,
1386,p-p'-DDE,
1387,p-p'-DDE,
1388,p-p'-DDE,
1389,p-p'-DDE,
1390,p-p'-DDE,
1391,p-p'-DDE,
1392,p-p'-DDE,
1393,p-p'-DDE,
1394,p-p'-DDE,
1395,p-p'-DDE,
1396,p-p'-DDE,
1397,p-p'-DDE,
1398,p-p'-DDE,
1399,p-p'-DDE,
1400,p-p'-DDE,
1401,p-p'-DDE,
1402,p-p'-DDE,
1403,p-p'-DDE,
1404,p-p'-DDE,
1405,p-p'-DDE,
1406,p-p'-DDE,
1407,p-p'-DDE,
1408,p-p'-DDE,
1409,p-p'-DDE,
1410,p-p'-DDE,
1411,p-p'-DDE,
1412,p-p'-DDE,
1413,p-p'-DDE,
1414,p-p'-DDE,
1415,p-p'-DDE,
1416,p-p'-DDE,
1417,p-p'-DDE,
1418,p-p'-DDE,
1419,p-p'-DDE,
1420,p-p'-DDE,
1421,p-p'-DDE,
1422,p-p'-DDE,
1423,p-p'-DDE,
1424,p-p'-DDE,
1425,p-p'-DDE,
1426,p-p'-DDE,
1427,p-p'-DDE,
1428,p-p'-DDE,
1429,p-p'-DDE,
1430,p-p'-DDE,
1431,p-p'-DDE,
1432,p-p'-DDT,
1433,p-p'-DDT,
1434,p-p'-DDT,
1435,p-p'-DDT,
1436,p-p'-DDT,
1437,p-p'-DDT,
1438,p-p'-DDT,
1439,p-p'-DDT,
1440,p-p'-DDT,
1441,p-p'-DDT,
1442,p-p'-DDT,
1443,p-p'-DDT,
1444,p-p'-DDT,
1445,p-p'-DDT,
1446,p-p'-DDT,
1447,p-p'-DDT,
1448,p-p'-DDT,
1449,p-p'-DDT,
1450,p-p'-DDT,
1451,p-p'-DDT,
1452,p-p'-DDT,
1453,p-p'-DDT,
1454,p-p'-DDT,
1455,p-p'-DDT,
1456,p-p'-DDT,
1457,p-p'-DDT,
1458,p-p'-DDT,
1459,p-p'-DDT,
1460,p-p'-DDT,
1461,p-p'-DDT,
1462,p-p'-DDT,
1463,p-p'-DDT,
1464,p-p'-DDT,
1465,p-p'-DDT,
1466,p-p'-DDT,
1467,p-p'-DDT,
1468,p-p'-DDT,
1469,p-p'-DDT,
1470,p-p'-DDT,
1471,p-p'-DDT,
1472,p-p'-DDT,
1473,p-p'-DDT,
1474,p-p'-DDT,
1475,p-p'-DDT,
1476,p-p'-DDT,
1477,p-p'-DDT,
1478,p-p'-DDT,
1479,p-p'-DDT,
1480,p-p'-DDT,
1481,Dieldrin,
1482,Dieldrin,
1483,Dieldrin,
1484,Dieldrin,
1485,Dieldrin,
1486,Dieldrin,
1487,Dieldrin,
1488,Dieldrin,
1489,Dieldrin,
1490,Dieldrin,
1491,Dieldrin,
1492,Dieldrin,
1493,Dieldrin,
1494,Dieldrin,
1495,Dieldrin,
1496,Dieldrin,
1497,Dieldrin,
1498,Dieldrin,
1499,Dieldrin,
1500,Dieldrin,
1501,Dieldrin,
1502,Dieldrin,
1503,Dieldrin,
1504,Dieldrin,
1505,Dieldrin,
1506,Dieldrin,
1507,Dieldrin,
1508,Dieldrin,
1509,Dieldrin,
1510,Dieldrin,
1511,Dieldrin,
1512,Dieldrin,
1513,Dieldrin,
1514,Dieldrin,
1515,Dieldrin,
1516,Dieldrin,
1517,Dieldrin,
1518,Dieldrin,
1519,Dieldrin,
1520,Dieldrin,
1521,Dieldrin,
1522,Dieldrin,
1523,Dieldrin,
1524,Dieldrin,
1525,Dieldrin,
1526,Dieldrin,
1527,Dieldrin,
1528,Dieldrin,
1529,Dieldrin,
1530,Heptachlor epoxide,
1531,Heptachlor epoxide,
1532,Heptachlor epoxide,
1533,Heptachlor epoxide,
1534,Heptachlor epoxide,
1535,Heptachlor epoxide,
1536,Heptachlor epoxide,
1537,Heptachlor epoxide,
1538,Heptachlor epoxide,
1539,Heptachlor epoxide,
1540,Heptachlor epoxide,
1541,Heptachlor epoxide,
1542,Heptachlor epoxide,
1543,Heptachlor epoxide,
1544,Heptachlor epoxide,
1545,Heptachlor epoxide,
1546,Heptachlor epoxide,
1547,Heptachlor epoxide,
1548,Heptachlor epoxide,
1549,Heptachlor epoxide,
1550,Heptachlor epoxide,
1551,Heptachlor epoxide,
1552,Heptachlor epoxide,
1553,Heptachlor epoxide,
1554,Heptachlor epoxide,
1555,Heptachlor epoxide,
1556,Heptachlor epoxide,
1557,Heptachlor epoxide,
1558,Heptachlor epoxide,
1559,Heptachlor epoxide,
1560,Heptachlor epoxide,
1561,Heptachlor epoxide,
1562,Heptachlor epoxide,
1563,Heptachlor epoxide,
1564,Heptachlor epoxide,
1565,Heptachlor epoxide,
1566,Heptachlor epoxide,
1567,Heptachlor epoxide,
1568,Heptachlor epoxide,
1569,Heptachlor epoxide,
1570,Heptachlor epoxide,
1571,Heptachlor epoxide,
1572,Heptachlor epoxide,
1573,Heptachlor epoxide,
1574,Heptachlor epoxide,
1575,Heptachlor epoxide,
1576,Heptachlor epoxide,
1577,Heptachlor epoxide,
1578,Heptachlor epoxide,
1579,Mirex,
1580,Mirex,
1581,Mirex,
1582,Mirex,
1583,Mirex,
1584,Mirex,
1585,Mirex,
1586,Mirex,
1587,Mirex,
1588,Mirex,
1589,Mirex,
1590,Mirex,
1591,Mirex,
1592,Mirex,
1593,Mirex,
1594,Mirex,
1595,Mirex,
1596,Mirex,
1597,Mirex,
1598,Mirex,
1599,Mirex,
1600,Mirex,
1601,Mirex,
1602,Mirex,
1603,Mirex,
1604,Mirex,
1605,Mirex,
1606,Mirex,
1607,Mirex,
1608,Mirex,
1609,Mirex,
1610,Mirex,
1611,Mirex,
1612,Mirex,
1613,Mirex,
1614,Mirex,
1615,Mirex,
1616,Mirex,
1617,Mirex,
1618,Mirex,
1619,Mirex,
1620,Mirex,
1621,Mirex,
1622,Mirex,
1623,Mirex,
1624,Mirex,
1625,Mirex,
1626,Mirex,
1627,Mirex,
1628,opDDT,
1629,opDDT,
1630,opDDT,
1631,opDDT,
1632,opDDT,
1633,opDDT,
1634,opDDT,
1635,opDDT,
1636,opDDT,
1637,opDDT,
1638,opDDT,
1639,opDDT,
1640,opDDT,
1641,opDDT,
1642,opDDT,
1643,opDDT,
1644,opDDT,
1645,opDDT,
1646,opDDT,
1647,opDDT,
1648,opDDT,
1649,opDDT,
1650,opDDT,
1651,opDDT,
1652,opDDT,
1653,opDDT,
1654,opDDT,
1655,opDDT,
1656,opDDT,
1657,opDDT,
1658,opDDT,
1659,opDDT,
1660,opDDT,
1661,opDDT,
1662,opDDT,
1663,opDDT,
1664,opDDT,
1665,opDDT,
1666,opDDT,
1667,opDDT,
1668,opDDT,
1669,opDDT,
1670,opDDT,
1671,opDDT,
1672,opDDT,
1673,opDDT,
1674,opDDT,
1675,opDDT,
1676,opDDT,
1677,PCBs (as Arochlor 1254) Total,
1678,PCBs (as Arochlor 1254) Total,
1679,PCBs (as Arochlor 1254) Total,
1680,PCBs (as Arochlor 1254) Total,
1681,PCBs (as Arochlor 1254) Total,
1682,PCBs (as Arochlor 1254) Total,
1683,PCBs (as Arochlor 1254) Total,
1684,PCBs (as Arochlor 1254) Total,
1685,PCBs (as Arochlor 1254) Total,
1686,PCBs (as Arochlor 1254) Total,
1687,PCBs (as Arochlor 1254) Total,
1688,PCBs (as Arochlor 1254) Total,
1689,PCBs (as Arochlor 1254) Total,
1690,PCBs (as Arochlor 1254) Total,
1691,PCBs (as Arochlor 1254) Total,
1692,PCBs (as Arochlor 1254) Total,
1693,PCBs (as Arochlor 1254) Total,
1694,PCBs (as Arochlor 1254) Total,
1695,PCBs (as Arochlor 1254) Total,
1696,PCBs (as Arochlor 1254) Total,
1697,PCBs (as Arochlor 1254) Total,
1698,PCBs (as Arochlor 1254) Total,
1699,PCBs (as Arochlor 1254) Total,
1700,PCBs (as Arochlor 1254) Total,
1701,PCBs (as Arochlor 1254) Total,
1702,PCBs (as Arochlor 1254) Total,
1703,PCBs (as Arochlor 1254) Total,
1704,PCBs (as Arochlor 1254) Total,
1705,PCBs (as Arochlor 1254) Total,
1706,PCBs (as Arochlor 1254) Total,
1707,PCBs (as Arochlor 1254) Total,
1708,PCBs (as Arochlor 1254) Total,
1709,PCBs (as Arochlor 1254) Total,
1710,PCBs (as Arochlor 1254) Total,
1711,PCBs (as Arochlor 1254) Total,
1712,PCBs (as Arochlor 1254) Total,
1713,PCBs (as Arochlor 1254) Total,
1714,PCBs (as Arochlor 1254) Total,
1715,PCBs (as Arochlor 1254) Total,
1716,PCBs (as Arochlor 1254) Total,
1717,PCBs (as Arochlor 1254) Total,
1718,PCBs (as Arochlor 1254) Total,
1719,PCBs (as Arochlor 1254) Total,
1720,PCBs (as Arochlor 1254) Total,
1721,PCBs (as Arochlor 1254) Total,
1722,PCBs (as Arochlor 1254) Total,
1723,PCBs (as Arochlor 1254) Total,
1724,PCBs (as Arochlor 1254) Total,
1725,PCBs (as Arochlor 1254) Total,
1726,Chlordane (alpha+gamma),
1727,Chlordane (alpha+gamma),
1728,Chlordane (alpha+gamma),
1729,Chlordane (alpha+gamma),
1730,Chlordane (alpha+gamma),
1731,Chlordane (alpha+gamma),
1732,Chlordane (alpha+gamma),
1733,Chlordane (alpha+gamma),
1734,Chlordane (alpha+gamma),
1735,Chlordane (alpha+gamma),
1736,p-p'-DDD,
1737,p-p'-DDD,
1738,p-p'-DDD,
1739,p-p'-DDD,
1740,p-p'-DDD,
1741,p-p'-DDD,
1742,p-p'-DDD,
1743,p-p'-DDD,
1744,p-p'-DDD,
1745,p-p'-DDD,
1746,p-p'-DDE,
1747,p-p'-DDE,
1748,p-p'-DDE,
1749,p-p'-DDE,
1750,p-p'-DDE,
1751,p-p'-DDE,
1752,p-p'-DDE,
1753,p-p'-DDE,
1754,p-p'-DDE,
1755,p-p'-DDE,
1756,p-p'-DDT,
1757,p-p'-DDT,
1758,p-p'-DDT,
1759,p-p'-DDT,
1760,p-p'-DDT,
1761,p-p'-DDT,
1762,p-p'-DDT,
1763,p-p'-DDT,
1764,p-p'-DDT,
1765,p-p'-DDT,
1766,Dieldrin,
1767,Dieldrin,
1768,Dieldrin,
1769,Dieldrin,
1770,Dieldrin,
1771,Dieldrin,
1772,Dieldrin,
1773,Dieldrin,
1774,Dieldrin,
1775,Dieldrin,
1776,Mirex,
1777,Mirex,
1778,Mirex,
1779,Mirex,
1780,Mirex,
1781,Mirex,
1782,Mirex,
1783,Mirex,
1784,Mirex,
1785,Mirex,
1786,opDDT,
1787,opDDT,
1788,opDDT,
1789,opDDT,
1790,opDDT,
1791,opDDT,
1792,opDDT,
1793,opDDT,
1794,opDDT,
1795,opDDT,
1796,PCBs (as Arochlor 1254) Total,
1797,PCBs (as Arochlor 1254) Total,
1798,PCBs (as Arochlor 1254) Total,
1799,PCBs (as Arochlor 1254) Total,
1800,PCBs (as Arochlor 1254) Total,
1801,PCBs (as Arochlor 1254) Total,
1802,PCBs (as Arochlor 1254) Total,
1803,PCBs (as Arochlor 1254) Total,
1804,PCBs (as Arochlor 1254) Total,
1805,PCBs (as Arochlor 1254) Total,
1806,Chlordane (alpha+gamma),
1807,Chlordane (alpha+gamma),
1808,Chlordane (alpha+gamma),
1809,Chlordane (alpha+gamma),
1810,Chlordane (alpha+gamma),
1811,Chlordane (alpha+gamma),
1812,Chlordane (alpha+gamma),
1813,Chlordane (alpha+gamma),
1814,Chlordane (alpha+gamma),
1815,Chlordane (alpha+gamma),
1816,p-p'-DDD,
1817,p-p'-DDD,
1818,p-p'-DDD,
1819,p-p'-DDD,
1820,p-p'-DDD,
1821,p-p'-DDD,
1822,p-p'-DDD,
1823,p-p'-DDD,
1824,p-p'-DDD,
1825,p-p'-DDD,
1826,p-p'-DDE,
1827,p-p'-DDE,
1828,p-p'-DDE,
1829,p-p'-DDE,
1830,p-p'-DDE,
1831,p-p'-DDE,
1832,p-p'-DDE,
1833,p-p'-DDE,
1834,p-p'-DDE,
1835,p-p'-DDE,
1836,p-p'-DDT,
1837,p-p'-DDT,
1838,p-p'-DDT,
1839,p-p'-DDT,
1840,p-p'-DDT,
1841,p-p'-DDT,
1842,p-p'-DDT,
1843,p-p'-DDT,
1844,p-p'-DDT,
1845,p-p'-DDT,
1846,Dieldrin,
1847,Dieldrin,
1848,Dieldrin,
1849,Dieldrin,
1850,Dieldrin,
1851,Dieldrin,
1852,Dieldrin,
1853,Dieldrin,
1854,Dieldrin,
1855,Dieldrin,
1856,Mirex,
1857,Mirex,
1858,Mirex,
1859,Mirex,
1860,Mirex,
1861,Mirex,
1862,Mirex,
1863,Mirex,
1864,Mirex,
1865,Mirex,
1866,opDDT,
1867,opDDT,
1868,opDDT,
1869,opDDT,
1870,opDDT,
1871,opDDT,
1872,opDDT,
1873,opDDT,
1874,opDDT,
1875,opDDT,
1876,PCBs (as Arochlor 1254) Total,
1877,PCBs (as Arochlor 1254) Total,
1878,PCBs (as Arochlor 1254) Total,
1879,PCBs (as Arochlor 1254) Total,
1880,PCBs (as Arochlor 1254) Total,
1881,PCBs (as Arochlor 1254) Total,
1882,PCBs (as Arochlor 1254) Total,
1883,PCBs (as Arochlor 1254) Total,
1884,PCBs (as Arochlor 1254) Total,
1885,PCBs (as Arochlor 1254) Total,
1886,Chlordane (alpha+gamma),
1887,Chlordane (alpha+gamma),
1888,Chlordane (alpha+gamma),
1889,Chlordane (alpha+gamma),
1890,Chlordane (alpha+gamma),
1891,Chlordane (alpha+gamma),
1892,Chlordane (alpha+gamma),
1893,Chlordane (alpha+gamma),
1894,Chlordane (alpha+gamma),
1895,Chlordane (alpha+gamma),
1896,p-p'-DDD,
1897,p-p'-DDD,
1898,p-p'-DDD,
1899,p-p'-DDD,
1900,p-p'-DDD,
1901,p-p'-DDD,
1902,p-p'-DDD,
1903,p-p'-DDD,
1904,p-p'-DDD,
1905,p-p'-DDD,
1906,p-p'-DDE,
1907,p-p'-DDE,
1908,p-p'-DDE,
1909,p-p'-DDE,
1910,p-p'-DDE,
1911,p-p'-DDE,
1912,p-p'-DDE,
1913,p-p'-DDE,
1914,p-p'-DDE,
1915,p-p'-DDE,
1916,p-p'-DDT,
1917,p-p'-DDT,
1918,p-p'-DDT,
1919,p-p'-DDT,
1920,p-p'-DDT,
1921,p-p'-DDT,
1922,p-p'-DDT,
1923,p-p'-DDT,
1924,p-p'-DDT,
1925,p-p'-DDT,
1926,Dieldrin,
1927,Dieldrin,
1928,Dieldrin,
1929,Dieldrin,
1930,Dieldrin,
1931,Dieldrin,
1932,Dieldrin,
1933,Dieldrin,
1934,Dieldrin,
1935,Dieldrin,
1936,Hexabromobenzene (HBB),
1937,Hexabromobenzene (HBB),
1938,Hexabromobenzene (HBB),
1939,Hexabromobenzene (HBB),
1940,Hexabromobenzene (HBB),
1941,Hexabromobenzene (HBB),
1942,Hexabromobenzene (HBB),
1943,Hexabromobenzene (HBB),
1944,Hexabromobenzene (HBB),
1945,Hexabromobenzene (HBB),
1946,Mirex,
1947,Mirex,
1948,Mirex,
1949,Mirex,
1950,Mirex,
1951,Mirex,
1952,Mirex,
1953,Mirex,
1954,Mirex,
1955,Mirex,
1956,opDDT,
1957,opDDT,
1958,opDDT,
1959,opDDT,
1960,opDDT,
1961,opDDT,
1962,opDDT,
1963,opDDT,
1964,opDDT,
1965,opDDT,
1966,PCBs (as Arochlor 1254) Total,
1967,PCBs (as Arochlor 1254) Total,
1968,PCBs (as Arochlor 1254) Total,
1969,PCBs (as Arochlor 1254) Total,
1970,PCBs (as Arochlor 1254) Total,
1971,PCBs (as Arochlor 1254) Total,
1972,PCBs (as Arochlor 1254) Total,
1973,PCBs (as Arochlor 1254) Total,
1974,PCBs (as Arochlor 1254) Total,
1975,PCBs (as Arochlor 1254) Total,
1976,Chlordane (alpha+gamma),
1977,Chlordane (alpha+gamma),
1978,Chlordane (alpha+gamma),
1979,Chlordane (alpha+gamma),
1980,Chlordane (alpha+gamma),
1981,p-p'-DDD,
1982,p-p'-DDD,
1983,p-p'-DDD,
1984,p-p'-DDD,
1985,p-p'-DDD,
1986,p-p'-DDE,
1987,p-p'-DDE,
1988,p-p'-DDE,
1989,p-p'-DDE,
1990,p-p'-DDE,
1991,p-p'-DDT,
1992,p-p'-DDT,
1993,p-p'-DDT,
1994,p-p'-DDT,
1995,p-p'-DDT,
1996,Dieldrin,
1997,Dieldrin,
1998,Dieldrin,
1999,Dieldrin,
2000,Dieldrin,
2001,Hexabromobenzene (HBB),
2002,Hexabromobenzene (HBB),
2003,Hexabromobenzene (HBB),
2004,Hexabromobenzene (HBB),
2005,Hexabromobenzene (HBB),
2006,Mirex,
2007,Mirex,
2008,Mirex,
2009,Mirex,
2010,Mirex,
2011,opDDT,
2012,opDDT,
2013,opDDT,
2014,opDDT,
2015,opDDT,
2016,PCBs (as Arochlor 1254) Total,
2017,PCBs (as Arochlor 1254) Total,
2018,PCBs (as Arochlor 1254) Total,
2019,PCBs (as Arochlor 1254) Total,
2020,PCBs (as Arochlor 1254) Total,
2021,Chlordane (alpha+gamma),
2022,Chlordane (alpha+gamma),
2023,Chlordane (alpha+gamma),
2024,Chlordane (alpha+gamma),
2025,Chlordane (alpha+gamma),
2026,Chlordane (alpha+gamma),
2027,Chlordane (alpha+gamma),
2028,Chlordane (alpha+gamma),
2029,Chlordane (alpha+gamma),
2030,Chlordane (alpha+gamma),
2031,Chlordane (alpha+gamma),
2032,Chlordane (alpha+gamma),
2033,Chlordane (alpha+gamma),
2034,Chlordane (alpha+gamma),
2035,Chlordane (alpha+gamma),
2036,p-p'-DDD,
2037,p-p'-DDD,
2038,p-p'-DDD,
2039,p-p'-DDD,
2040,p-p'-DDD,
2041,p-p'-DDD,
2042,p-p'-DDD,
2043,p-p'-DDD,
2044,p-p'-DDD,
2045,p-p'-DDD,
2046,p-p'-DDD,
2047,p-p'-DDD,
2048,p-p'-DDD,
2049,p-p'-DDD,
2050,p-p'-DDD,
2051,p-p'-DDE,
2052,p-p'-DDE,
2053,p-p'-DDE,
2054,p-p'-DDE,
2055,p-p'-DDE,
2056,p-p'-DDE,
2057,p-p'-DDE,
2058,p-p'-DDE,
2059,p-p'-DDE,
2060,p-p'-DDE,
2061,p-p'-DDE,
2062,p-p'-DDE,
2063,p-p'-DDE,
2064,p-p'-DDE,
2065,p-p'-DDE,
2066,p-p'-DDT,
2067,p-p'-DDT,
2068,p-p'-DDT,
2069,p-p'-DDT,
2070,p-p'-DDT,
2071,p-p'-DDT,
2072,p-p'-DDT,
2073,p-p'-DDT,
2074,p-p'-DDT,
2075,p-p'-DDT,
2076,p-p'-DDT,
2077,p-p'-DDT,
2078,p-p'-DDT,
2079,p-p'-DDT,
2080,p-p'-DDT,
2081,Dieldrin,
2082,Dieldrin,
2083,Dieldrin,
2084,Dieldrin,
2085,Dieldrin,
2086,Dieldrin,
2087,Dieldrin,
2088,Dieldrin,
2089,Dieldrin,
2090,Dieldrin,
2091,Dieldrin,
2092,Dieldrin,
2093,Dieldrin,
2094,Dieldrin,
2095,Dieldrin,
2096,Hexabromobenzene (HBB),
2097,Hexabromobenzene (HBB),
2098,Hexabromobenzene (HBB),
2099,Mirex,
2100,Mirex,
2101,Mirex,
2102,Mirex,
2103,Mirex,
2104,Mirex,
2105,Mirex,
2106,Mirex,
2107,Mirex,
2108,Mirex,
2109,Mirex,
2110,Mirex,
2111,Mirex,
2112,Mirex,
2113,Mirex,
2114,PCBs (as Arochlor 1254) Total,
2115,PCBs (as Arochlor 1254) Total,
2116,PCBs (as Arochlor 1254) Total,
2117,PCBs (as Arochlor 1254) Total,
2118,PCBs (as Arochlor 1254) Total,
2119,PCBs (as Arochlor 1254) Total,
2120,PCBs (as Arochlor 1254) Total,
2121,PCBs (as Arochlor 1254) Total,
2122,PCBs (as Arochlor 1254) Total,
2123,PCBs (as Arochlor 1254) Total,
2124,PCBs (as Arochlor 1254) Total,
2125,PCBs (as Arochlor 1254) Total,
2126,PCBs (as Arochlor 1254) Total,
2127,PCBs (as Arochlor 1254) Total,
2128,PCBs (as Arochlor 1254) Total,
2131,Chlordane (alpha+gamma),
2134,p-p'-DDD,
2137,p-p'-DDE,
2140,p-p'-DDT,
2143,Dieldrin,
2146,Heptachlor epoxide,
2149,Mirex,
2152,opDDT,
2155,PCBs (as Arochlor 1254) Total,
2156,Chlordane (alpha+gamma),
2157,Chlordane (alpha+gamma),
2158,Chlordane (alpha+gamma),
2159,Chlordane (alpha+gamma),
2160,Chlordane (alpha+gamma),
2161,Chlordane (alpha+gamma),
2162,Chlordane (alpha+gamma),
2163,Chlordane (alpha+gamma),
2164,Chlordane (alpha+gamma),
2165,Chlordane (alpha+gamma),
2166,p-p'-DDD,
2167,p-p'-DDD,
2168,p-p'-DDD,
2169,p-p'-DDD,
2170,p-p'-DDD,
2171,p-p'-DDD,
2172,p-p'-DDD,
2173,p-p'-DDD,
2174,p-p'-DDD,
2175,p-p'-DDD,
2176,p-p'-DDE,
2177,p-p'-DDE,
2178,p-p'-DDE,
2179,p-p'-DDE,
2180,p-p'-DDE,
2181,p-p'-DDE,
2182,p-p'-DDE,
2183,p-p'-DDE,
2184,p-p'-DDE,
2185,p-p'-DDE,
2186,p-p'-DDT,
2187,p-p'-DDT,
2188,p-p'-DDT,
2189,p-p'-DDT,
2190,p-p'-DDT,
2191,p-p'-DDT,
2192,p-p'-DDT,
2193,p-p'-DDT,
2194,p-p'-DDT,
2195,p-p'-DDT,
2196,Dieldrin,
2197,Dieldrin,
2198,Dieldrin,
2199,Dieldrin,
2200,Dieldrin,
2201,Dieldrin,
2202,Dieldrin,
2203,Dieldrin,
2204,Dieldrin,
2205,Dieldrin,
2206,Hexabromobenzene (HBB),
2207,Hexabromobenzene (HBB),
2208,Hexabromobenzene (HBB),
2209,Hexabromobenzene (HBB),
2210,Hexabromobenzene (HBB),
2211,Hexabromobenzene (HBB),
2212,Hexabromobenzene (HBB),
2213,Hexabromobenzene (HBB),
2214,Hexabromobenzene (HBB),
2215,Hexabromobenzene (HBB),
2216,Mirex,
2217,Mirex,
2218,Mirex,
2219,Mirex,
2220,Mirex,
2221,Mirex,
2222,Mirex,
2223,Mirex,
2224,Mirex,
2225,Mirex,
2226,PCBs (as Arochlor 1254) Total,
2227,PCBs (as Arochlor 1254) Total,
2228,PCBs (as Arochlor 1254) Total,
2229,PCBs (as Arochlor 1254) Total,
2230,PCBs (as Arochlor 1254) Total,
2231,PCBs (as Arochlor 1254) Total,
2232,PCBs (as Arochlor 1254) Total,
2233,PCBs (as Arochlor 1254) Total,
2234,PCBs (as Arochlor 1254) Total,
2235,PCBs (as Arochlor 1254) Total,
2236,Chlordane (alpha+gamma),
2237,Chlordane (alpha+gamma),
2238,Chlordane (alpha+gamma),
2239,Chlordane (alpha+gamma),
2240,Chlordane (alpha+gamma),
2241,Chlordane (alpha+gamma),
2242,Chlordane (alpha+gamma),
2243,Chlordane (alpha+gamma),
2244,Chlordane (alpha+gamma),
2245,Chlordane (alpha+gamma),
2246,p-p'-DDD,
2247,p-p'-DDD,
2248,p-p'-DDD,
2249,p-p'-DDD,
2250,p-p'-DDD,
2251,p-p'-DDD,
2252,p-p'-DDD,
2253,p-p'-DDD,
2254,p-p'-DDD,
2255,p-p'-DDD,
2256,p-p'-DDE,
2257,p-p'-DDE,
2258,p-p'-DDE,
2259,p-p'-DDE,
2260,p-p'-DDE,
2261,p-p'-DDE,
2262,p-p'-DDE,
2263,p-p'-DDE,
2264,p-p'-DDE,
2265,p-p'-DDE,
2266,p-p'-DDT,
2267,p-p'-DDT,
2268,p-p'-DDT,
2269,p-p'-DDT,
2270,p-p'-DDT,
2271,p-p'-DDT,
2272,p-p'-DDT,
2273,p-p'-DDT,
2274,p-p'-DDT,
2275,p-p'-DDT,
2276,Dieldrin,
2277,Dieldrin,
2278,Dieldrin,
2279,Dieldrin,
2280,Dieldrin,
2281,Dieldrin,
2282,Dieldrin,
2283,Dieldrin,
2284,Dieldrin,
2285,Dieldrin,
2286,Hexabromobenzene (HBB),
2287,Hexabromobenzene (HBB),
2288,Hexabromobenzene (HBB),
2289,Hexabromobenzene (HBB),
2290,Hexabromobenzene (HBB),
2291,Hexabromobenzene (HBB),
2292,Hexabromobenzene (HBB),
2293,Hexabromobenzene (HBB),
2294,Hexabromobenzene (HBB),
2295,Hexabromobenzene (HBB),
2296,Mirex,
2297,Mirex,
2298,Mirex,
2299,Mirex,
2300,Mirex,
2301,Mirex,
2302,Mirex,
2303,Mirex,
2304,Mirex,
2305,Mirex,
2306,PCBs (as Arochlor 1254) Total,
2307,PCBs (as Arochlor 1254) Total,
2308,PCBs (as Arochlor 1254) Total,
2309,PCBs (as Arochlor 1254) Total,
2310,PCBs (as Arochlor 1254) Total,
2311,PCBs (as Arochlor 1254) Total,
2312,PCBs (as Arochlor 1254) Total,
2313,PCBs (as Arochlor 1254) Total,
2314,PCBs (as Arochlor 1254) Total,
2315,PCBs (as Arochlor 1254) Total,
2318,Chlordane (alpha+gamma),
2319,Chlordane (alpha+gamma),
2322,p-p'-DDD,
2323,p-p'-DDD,
2326,p-p'-DDE,
2327,p-p'-DDE,
2330,p-p'-DDT,
2331,p-p'-DDT,
2334,Dieldrin,
2335,Dieldrin,
2338,Heptachlor epoxide,
2339,Heptachlor epoxide,
2342,Mirex,
2343,Mirex,
2346,opDDT,
2347,opDDT,
2350,PCBs (as Arochlor 1254) Total,
2351,PCBs (as Arochlor 1254) Total,
2354,Chlordane (alpha+gamma),
2355,Chlordane (alpha+gamma),
2358,Chlordane (alpha+gamma),
2359,Chlordane (alpha+gamma),
2360,Chlordane (alpha+gamma),
2361,Chlordane (alpha+gamma),
2366,Chlordane (alpha+gamma),
2367,Chlordane (alpha+gamma),
2368,Chlordane (alpha+gamma),
2369,Chlordane (alpha+gamma),
2372,Chlordane (alpha+gamma),
2377,Chlordane (alpha+gamma),
2378,Chlordane (alpha+gamma),
2379,Chlordane (alpha+gamma),
2398,p-p'-DDD,
2399,p-p'-DDD,
2402,p-p'-DDD,
2403,p-p'-DDD,
2404,p-p'-DDD,
2405,p-p'-DDD,
2410,p-p'-DDD,
2411,p-p'-DDD,
2412,p-p'-DDD,
2413,p-p'-DDD,
2416,p-p'-DDD,
2421,p-p'-DDD,
2422,p-p'-DDD,
2423,p-p'-DDD,
2442,p-p'-DDE,
2443,p-p'-DDE,
2446,p-p'-DDE,
2447,p-p'-DDE,
2448,p-p'-DDE,
2449,p-p'-DDE,
2454,p-p'-DDE,
2455,p-p'-DDE,
2456,p-p'-DDE,
2457,p-p'-DDE,
2460,p-p'-DDE,
2465,p-p'-DDE,
2466,p-p'-DDE,
2467,p-p'-DDE,
2486,p-p'-DDT,
2487,p-p'-DDT,
2490,p-p'-DDT,
2491,p-p'-DDT,
2492,p-p'-DDT,
2493,p-p'-DDT,
2498,p-p'-DDT,
2499,p-p'-DDT,
2500,p-p'-DDT,
2501,p-p'-DDT,
2504,p-p'-DDT,
2509,p-p'-DDT,
2510,p-p'-DDT,
2511,p-p'-DDT,
2530,Dieldrin,
2531,Dieldrin,
2534,Dieldrin,
2535,Dieldrin,
2536,Dieldrin,
2537,Dieldrin,
2542,Dieldrin,
2543,Dieldrin,
2544,Dieldrin,
2545,Dieldrin,
2548,Dieldrin,
2553,Dieldrin,
2554,Dieldrin,
2555,Dieldrin,
2574,Heptachlor epoxide,
2575,Heptachlor epoxide,
2578,Heptachlor epoxide,
2579,Heptachlor epoxide,
2580,Heptachlor epoxide,
2581,Heptachlor epoxide,
2586,Heptachlor epoxide,
2587,Heptachlor epoxide,
2588,Heptachlor epoxide,
2589,Heptachlor epoxide,
2592,Heptachlor epoxide,
2597,Heptachlor epoxide,
