CSP_No,Common_Name,Genus,Species,Total Length (cm),Total Weight (g),Sex_Code,Maturity_Code,Composite_Count,Collection_Date,Collection_Year,Waterbody,Basin/Site,Latitude,Longitude,Province/State,Tissue_Code,Parameter_Code,Value,Value_Flag,Rep,Measurement_Date,Parameter_Group,Master_Parameter_Name,Parameter_name,Unit_Code,LOD,MDL - typical,Laboratory,Method_Code
65072,Lake Trout,Salvelinus,namaycush,61,1742,M,ADS,1,2019-12-31,2019,Lake Athabasca,Lake Athabasca,59.279265,-106.031857,SK,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",97.5,,1,2023-12-20,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
65072,Lake Trout,Salvelinus,namaycush,61,1742,M,ADS,1,2019-12-31,2019,Lake Athabasca,Lake Athabasca,59.279265,-106.031857,SK,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",50,L,1,2023-12-20,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5,,NLET,B_ChlorinatedAlkanes_ISO
65074,Lake Trout,Salvelinus,namaycush,58,1455,M,ADS,1,2019-12-31,2019,Lake Athabasca,Lake Athabasca,59.279265,-106.031857,SK,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",103,,1,2023-12-20,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
65074,Lake Trout,Salvelinus,namaycush,58,1455,M,ADS,1,2019-12-31,2019,Lake Athabasca,Lake Athabasca,59.279265,-106.031857,SK,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",50,L,1,2023-12-20,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5,,NLET,B_ChlorinatedAlkanes_ISO
65079,Lake Trout,Salvelinus,namaycush,64,2387.1,F,ADS,1,2019-12-31,2019,Lake Athabasca,Lake Athabasca,59.279265,-106.031857,SK,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",87.7,,1,2023-12-20,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
65079,Lake Trout,Salvelinus,namaycush,64,2387.1,F,ADS,1,2019-12-31,2019,Lake Athabasca,Lake Athabasca,59.279265,-106.031857,SK,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",50,L,1,2023-12-20,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5,,NLET,B_ChlorinatedAlkanes_ISO
65080,Lake Trout,Salvelinus,namaycush,74,3563.5,F,ADS,1,2019-12-31,2019,Lake Athabasca,Lake Athabasca,59.279265,-106.031857,SK,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",93.1,,1,2023-12-20,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
65080,Lake Trout,Salvelinus,namaycush,74,3563.5,F,ADS,1,2019-12-31,2019,Lake Athabasca,Lake Athabasca,59.279265,-106.031857,SK,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",50,L,1,2023-12-20,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5,,NLET,B_ChlorinatedAlkanes_ISO
65083,Lake Trout,Salvelinus,namaycush,60,1877.1,M,ADS,1,2019-12-31,2019,Lake Athabasca,Lake Athabasca,59.279265,-106.031857,SK,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",101,,1,2023-12-20,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
65083,Lake Trout,Salvelinus,namaycush,60,1877.1,M,ADS,1,2019-12-31,2019,Lake Athabasca,Lake Athabasca,59.279265,-106.031857,SK,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",50,L,1,2023-12-20,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5,,NLET,B_ChlorinatedAlkanes_ISO
65084,Lake Trout,Salvelinus,namaycush,62,1770,F,ADS,1,2019-12-31,2019,Lake Athabasca,Lake Athabasca,59.279265,-106.031857,SK,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",108,,1,2023-12-20,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
65084,Lake Trout,Salvelinus,namaycush,62,1770,F,ADS,1,2019-12-31,2019,Lake Athabasca,Lake Athabasca,59.279265,-106.031857,SK,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",50,L,1,2023-12-20,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5,,NLET,B_ChlorinatedAlkanes_ISO
65085,Lake Trout,Salvelinus,namaycush,62,2304.4,M,ADS,1,2019-12-31,2019,Lake Athabasca,Lake Athabasca,59.279265,-106.031857,SK,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",98.8,,1,2023-12-20,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
65085,Lake Trout,Salvelinus,namaycush,62,2304.4,M,ADS,1,2019-12-31,2019,Lake Athabasca,Lake Athabasca,59.279265,-106.031857,SK,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",50,L,1,2023-12-20,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5,,NLET,B_ChlorinatedAlkanes_ISO
65087,Lake Trout,Salvelinus,namaycush,83,5274.5,F,ADS,1,2019-12-31,2019,Great Bear Lake,Great Bear Lake,66.241197,-123.739014,NWT,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane",67,,1,2024-02-20,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
65087,Lake Trout,Salvelinus,namaycush,83,5274.5,F,ADS,1,2019-12-31,2019,Great Bear Lake,Great Bear Lake,66.241197,-123.739014,NWT,WHA,"Chlorinated Alkanes, SC (C10-C13), Total",50,L,1,2024-02-20,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5,,NLET,B_ChlorinatedAlkanes_ISO
65088,Lake Trout,Salvelinus,namaycush,56,1820,M,ADS,1,2019-12-31,2019,Great Bear Lake,Great Bear Lake,66.241197,-123.739014,NWT,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane",79.4,,1,2024-02-20,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
65088,Lake Trout,Salvelinus,namaycush,56,1820,M,ADS,1,2019-12-31,2019,Great Bear Lake,Great Bear Lake,66.241197,-123.739014,NWT,WHA,"Chlorinated Alkanes, SC (C10-C13), Total",50,L,1,2024-02-20,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5,,NLET,B_ChlorinatedAlkanes_ISO
65089,Lake Trout,Salvelinus,namaycush,61,2121.6,F,ADS,1,2019-12-31,2019,Great Bear Lake,Great Bear Lake,66.241197,-123.739014,NWT,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane",86.6,,1,2024-02-20,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
65089,Lake Trout,Salvelinus,namaycush,61,2121.6,F,ADS,1,2019-12-31,2019,Great Bear Lake,Great Bear Lake,66.241197,-123.739014,NWT,WHA,"Chlorinated Alkanes, SC (C10-C13), Total",50,L,1,2024-02-20,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5,,NLET,B_ChlorinatedAlkanes_ISO
65091,Lake Trout,Salvelinus,namaycush,67,2817,F,ADS,1,2019-12-31,2019,Great Bear Lake,Great Bear Lake,66.241197,-123.739014,NWT,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane",83.3,,1,2024-02-20,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
65091,Lake Trout,Salvelinus,namaycush,67,2817,F,ADS,1,2019-12-31,2019,Great Bear Lake,Great Bear Lake,66.241197,-123.739014,NWT,WHA,"Chlorinated Alkanes, SC (C10-C13), Total",50,L,1,2024-02-20,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5,,NLET,B_ChlorinatedAlkanes_ISO
65094,Lake Trout,Salvelinus,namaycush,77,4683.7,F,ADS,1,2019-12-31,2019,Great Bear Lake,Great Bear Lake,66.241197,-123.739014,NWT,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane",95.3,,1,2024-02-20,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
65094,Lake Trout,Salvelinus,namaycush,77,4683.7,F,ADS,1,2019-12-31,2019,Great Bear Lake,Great Bear Lake,66.241197,-123.739014,NWT,WHA,"Chlorinated Alkanes, SC (C10-C13), Total",50,L,1,2024-02-20,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5,,NLET,B_ChlorinatedAlkanes_ISO
65172,Lake Trout,Salvelinus,namaycush,43,722.1,M,ADS,1,2020-06-15,2020,Kusawa Lake,Kusawa Lake,60.416492,-136.209119,YT,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",92.1,,1,2023-12-20,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
65172,Lake Trout,Salvelinus,namaycush,43,722.1,M,ADS,1,2020-06-15,2020,Kusawa Lake,Kusawa Lake,60.416492,-136.209119,YT,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",50,L,1,2023-12-20,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5,,NLET,B_ChlorinatedAlkanes_ISO
65173,Lake Trout,Salvelinus,namaycush,44,922.5,M,ADS,1,2020-06-15,2020,Kusawa Lake,Kusawa Lake,60.416492,-136.209119,YT,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",76.1,,1,2023-12-20,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
65173,Lake Trout,Salvelinus,namaycush,44,922.5,M,ADS,1,2020-06-15,2020,Kusawa Lake,Kusawa Lake,60.416492,-136.209119,YT,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",50,L,1,2023-12-20,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5,,NLET,B_ChlorinatedAlkanes_ISO
65175,Lake Trout,Salvelinus,namaycush,53.5,1703,F,ADS,1,2020-06-15,2020,Kusawa Lake,Kusawa Lake,60.416492,-136.209119,YT,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",98.9,,1,2023-12-20,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
65175,Lake Trout,Salvelinus,namaycush,53.5,1703,F,ADS,1,2020-06-15,2020,Kusawa Lake,Kusawa Lake,60.416492,-136.209119,YT,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",50,L,1,2023-12-20,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5,,NLET,B_ChlorinatedAlkanes_ISO
65176,Lake Trout,Salvelinus,namaycush,43,737,M,ADS,1,2020-06-15,2020,Kusawa Lake,Kusawa Lake,60.416492,-136.209119,YT,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",93.6,,1,2023-12-20,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
65176,Lake Trout,Salvelinus,namaycush,43,737,M,ADS,1,2020-06-15,2020,Kusawa Lake,Kusawa Lake,60.416492,-136.209119,YT,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",50,L,1,2023-12-20,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5,,NLET,B_ChlorinatedAlkanes_ISO
65179,Lake Trout,Salvelinus,namaycush,40.5,645,M,ADS,1,2020-06-15,2020,Kusawa Lake,Kusawa Lake,60.416492,-136.209119,YT,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",85.2,,1,2023-12-20,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
65179,Lake Trout,Salvelinus,namaycush,40.5,645,M,ADS,1,2020-06-15,2020,Kusawa Lake,Kusawa Lake,60.416492,-136.209119,YT,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",50,L,1,2023-12-20,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5,,NLET,B_ChlorinatedAlkanes_ISO
65182,Lake Trout,Salvelinus,namaycush,42.5,671,M,ADS,1,2020-06-15,2020,Kusawa Lake,Kusawa Lake,60.416492,-136.209119,YT,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",81.3,,1,2023-12-20,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
65182,Lake Trout,Salvelinus,namaycush,42.5,671,M,ADS,1,2020-06-15,2020,Kusawa Lake,Kusawa Lake,60.416492,-136.209119,YT,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",50,L,1,2023-12-20,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5,,NLET,B_ChlorinatedAlkanes_ISO
65186,Lake Trout,Salvelinus,namaycush,41.5,591.7,M,ADS,1,2020-06-15,2020,Kusawa Lake,Kusawa Lake,60.416492,-136.209119,YT,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",82.2,,1,2023-12-20,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
65186,Lake Trout,Salvelinus,namaycush,41.5,591.7,M,ADS,1,2020-06-15,2020,Kusawa Lake,Kusawa Lake,60.416492,-136.209119,YT,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",50,L,1,2023-12-20,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5,,NLET,B_ChlorinatedAlkanes_ISO
65187,Lake Trout,Salvelinus,namaycush,41,751,M,,1,2020-06-15,2020,Kusawa Lake,Kusawa Lake,60.416492,-136.209119,YT,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",86.8,,1,2023-12-20,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
65187,Lake Trout,Salvelinus,namaycush,41,751,M,,1,2020-06-15,2020,Kusawa Lake,Kusawa Lake,60.416492,-136.209119,YT,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",50,L,1,2023-12-20,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5,,NLET,B_ChlorinatedAlkanes_ISO
65188,Lake Trout,Salvelinus,namaycush,42,788,F,,1,2020-06-15,2020,Kusawa Lake,Kusawa Lake,60.416492,-136.209119,YT,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",89.8,,1,2023-12-20,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
65188,Lake Trout,Salvelinus,namaycush,42,788,F,,1,2020-06-15,2020,Kusawa Lake,Kusawa Lake,60.416492,-136.209119,YT,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",50,L,1,2023-12-20,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5,,NLET,B_ChlorinatedAlkanes_ISO
65189,Lake Trout,Salvelinus,namaycush,46.5,1100.8,F,,1,2020-06-15,2020,Kusawa Lake,Kusawa Lake,60.416492,-136.209119,YT,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",79.9,,1,2023-12-20,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
65189,Lake Trout,Salvelinus,namaycush,46.5,1100.8,F,,1,2020-06-15,2020,Kusawa Lake,Kusawa Lake,60.416492,-136.209119,YT,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",50,L,1,2023-12-20,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5,,NLET,B_ChlorinatedAlkanes_ISO
66104,Lake Trout,Salvelinus,namaycush,65.1,2542.7,M,ADS,1,2021-12-21,2021,Great Bear Lake,Great Bear Lake,66.241197,-123.739014,NWT,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",97.7,,1,2023-12-20,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
66104,Lake Trout,Salvelinus,namaycush,65.1,2542.7,M,ADS,1,2021-12-21,2021,Great Bear Lake,Great Bear Lake,66.241197,-123.739014,NWT,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",50,L,1,2023-12-20,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5,,NLET,B_ChlorinatedAlkanes_ISO
66105,Lake Trout,Salvelinus,namaycush,68.7,3429.8,M,ADS,1,2021-12-21,2021,Great Bear Lake,Great Bear Lake,66.241197,-123.739014,NWT,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",98,,1,2023-12-20,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
66105,Lake Trout,Salvelinus,namaycush,68.7,3429.8,M,ADS,1,2021-12-21,2021,Great Bear Lake,Great Bear Lake,66.241197,-123.739014,NWT,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",50,L,1,2023-12-20,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5,,NLET,B_ChlorinatedAlkanes_ISO
66105,Lake Trout,Salvelinus,namaycush,68.7,3429.8,M,ADS,1,2021-12-21,2021,Great Bear Lake,Great Bear Lake,66.241197,-123.739014,NWT,WHA,13C12-Beta-Hexabromocyclododecane,58.6,,1,2026-01-26,Chlorinated Alkane,Chlorinated alkane surrogate,13C12-Beta-Hexabromocyclododecane,PCT,,,NLET,B_ChlorinatedAlkanes_MC_Biota
66105,Lake Trout,Salvelinus,namaycush,68.7,3429.8,M,ADS,1,2021-12-21,2021,Great Bear Lake,Great Bear Lake,66.241197,-123.739014,NWT,WHA,"Chlorinated Alkanes, LC (C18-C20), Total",4.28,ND,1,2026-01-26,Chlorinated Alkane,"Long Chain Chlorinated Alkanes (C18-C20), Total","Long Chain Chlorinated Alkanes (C18-C20), Total",NG/G wet,,,NLET,B_ChlorinatedAlkanes_MC_Biota
66105,Lake Trout,Salvelinus,namaycush,68.7,3429.8,M,ADS,1,2021-12-21,2021,Great Bear Lake,Great Bear Lake,66.241197,-123.739014,NWT,WHA,"Chlorinated Alkanes, MC (C14-C17), Total",3.7,ND,1,2026-01-26,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Medium Chain Chlorinated Paraffins (C14-17) Total,NG/G wet,,,NLET,B_ChlorinatedAlkanes_MC_Biota
66106,Lake Trout,Salvelinus,namaycush,63,2834.1,F,ADS,1,2021-12-21,2021,Great Bear Lake,Great Bear Lake,66.241197,-123.739014,NWT,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",107,,1,2023-12-20,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
66106,Lake Trout,Salvelinus,namaycush,63,2834.1,F,ADS,1,2021-12-21,2021,Great Bear Lake,Great Bear Lake,66.241197,-123.739014,NWT,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",50,L,1,2023-12-20,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5,,NLET,B_ChlorinatedAlkanes_ISO
66107,Lake Trout,Salvelinus,namaycush,70.5,3096.4,M,ADS,1,2021-12-21,2021,Great Bear Lake,Great Bear Lake,66.241197,-123.739014,NWT,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",102,,1,2023-12-20,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
66107,Lake Trout,Salvelinus,namaycush,70.5,3096.4,M,ADS,1,2021-12-21,2021,Great Bear Lake,Great Bear Lake,66.241197,-123.739014,NWT,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",50,L,1,2023-12-20,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5,,NLET,B_ChlorinatedAlkanes_ISO
66108,Lake Trout,Salvelinus,namaycush,66.6,2912.4,M,ADS,1,2021-12-21,2021,Great Bear Lake,Great Bear Lake,66.241197,-123.739014,NWT,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",99.2,,1,2023-12-20,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
66108,Lake Trout,Salvelinus,namaycush,66.6,2912.4,M,ADS,1,2021-12-21,2021,Great Bear Lake,Great Bear Lake,66.241197,-123.739014,NWT,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",50,L,1,2023-12-20,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5,,NLET,B_ChlorinatedAlkanes_ISO
66109,Lake Trout,Salvelinus,namaycush,67.5,2720.2,M,ADS,1,2021-12-21,2021,Great Bear Lake,Great Bear Lake,66.241197,-123.739014,NWT,WHA,13C12-Beta-Hexabromocyclododecane,68.6,,1,2026-01-26,Chlorinated Alkane,Chlorinated alkane surrogate,13C12-Beta-Hexabromocyclododecane,PCT,,,NLET,B_ChlorinatedAlkanes_MC_Biota
66109,Lake Trout,Salvelinus,namaycush,67.5,2720.2,M,ADS,1,2021-12-21,2021,Great Bear Lake,Great Bear Lake,66.241197,-123.739014,NWT,WHA,"Chlorinated Alkanes, LC (C18-C20), Total",4.25,ND,1,2026-01-26,Chlorinated Alkane,"Long Chain Chlorinated Alkanes (C18-C20), Total","Long Chain Chlorinated Alkanes (C18-C20), Total",NG/G wet,,,NLET,B_ChlorinatedAlkanes_MC_Biota
66109,Lake Trout,Salvelinus,namaycush,67.5,2720.2,M,ADS,1,2021-12-21,2021,Great Bear Lake,Great Bear Lake,66.241197,-123.739014,NWT,WHA,"Chlorinated Alkanes, MC (C14-C17), Total",3.67,ND,1,2026-01-26,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Medium Chain Chlorinated Paraffins (C14-17) Total,NG/G wet,,,NLET,B_ChlorinatedAlkanes_MC_Biota
66110,Lake Trout,Salvelinus,namaycush,66,2778,F,ADS,1,2021-12-21,2021,Great Bear Lake,Great Bear Lake,66.241197,-123.739014,NWT,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",97.4,,1,2023-12-20,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
66110,Lake Trout,Salvelinus,namaycush,66,2778,F,ADS,1,2021-12-21,2021,Great Bear Lake,Great Bear Lake,66.241197,-123.739014,NWT,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",50,L,1,2023-12-20,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5,,NLET,B_ChlorinatedAlkanes_ISO
66112,Lake Trout,Salvelinus,namaycush,69.9,3434.6,F,ADS,1,2021-12-21,2021,Great Bear Lake,Great Bear Lake,66.241197,-123.739014,NWT,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",98.3,,1,2023-12-20,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
66112,Lake Trout,Salvelinus,namaycush,69.9,3434.6,F,ADS,1,2021-12-21,2021,Great Bear Lake,Great Bear Lake,66.241197,-123.739014,NWT,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",50,L,1,2023-12-20,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5,,NLET,B_ChlorinatedAlkanes_ISO
