,CSP_No,Common_Name,Genus,Species,Total Length (cm),Total Weight (g),Sex_Code,Maturity_Code,Composite_Count,Collection_Date,Collection_Year,Waterbody,Basin/Site,Latitude,Longitude,Province/State,Tissue_Code,Parameter_Code,Value,Value_Flag,Rep,Measurement_Date,Parameter_Group,Master_Parameter_Name,Parameter_name,Unit_Code,LOD,MDL - typical,Laboratory,Method_Code
848,60292,Walleye,Sander,vitreus,47.0,1100.0,F,ADS,1.0,2013-10-03,2013,Lake Diefenbaker,Lake Diefenbaker,50.655468,-107.959385,SK,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",143.0,,1,2018-09-13,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
849,60292,Walleye,Sander,vitreus,47.0,1100.0,F,ADS,1.0,2013-10-03,2013,Lake Diefenbaker,Lake Diefenbaker,50.655468,-107.959385,SK,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",32.3,,1,2018-09-13,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
850,60293,Walleye,Sander,vitreus,39.8,651.0,M,ADS,1.0,2013-10-03,2013,Lake Diefenbaker,Lake Diefenbaker,50.655468,-107.959385,SK,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane",94.0,,1,2018-03-13,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
851,60293,Walleye,Sander,vitreus,39.8,651.0,M,ADS,1.0,2013-10-03,2013,Lake Diefenbaker,Lake Diefenbaker,50.655468,-107.959385,SK,WHA,"Chlorinated Alkanes, SC (C10-C13), Total",5.0,BDL,1,2018-03-13,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
852,60294,Walleye,Sander,vitreus,66.5,3742.0,F,ADS,1.0,2013-10-03,2013,Lake Diefenbaker,Lake Diefenbaker,50.655468,-107.959385,SK,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane",103.0,,1,2018-03-13,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
853,60294,Walleye,Sander,vitreus,66.5,3742.0,F,ADS,1.0,2013-10-03,2013,Lake Diefenbaker,Lake Diefenbaker,50.655468,-107.959385,SK,WHA,"Chlorinated Alkanes, SC (C10-C13), Total",5.0,BDL,1,2018-03-13,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
854,60295,Walleye,Sander,vitreus,67.0,3829.5,F,ADS,1.0,2013-10-03,2013,Lake Diefenbaker,Lake Diefenbaker,50.655468,-107.959385,SK,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",138.0,,1,2018-09-13,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
855,60295,Walleye,Sander,vitreus,67.0,3829.5,F,ADS,1.0,2013-10-03,2013,Lake Diefenbaker,Lake Diefenbaker,50.655468,-107.959385,SK,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",5.0,BDL,1,2018-09-13,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
856,60296,Walleye,Sander,vitreus,54.5,1741.5,F,ADS,1.0,2013-10-03,2013,Lake Diefenbaker,Lake Diefenbaker,50.655468,-107.959385,SK,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",105.0,,1,2018-09-13,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
857,60296,Walleye,Sander,vitreus,54.5,1741.5,F,ADS,1.0,2013-10-03,2013,Lake Diefenbaker,Lake Diefenbaker,50.655468,-107.959385,SK,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",5.0,BDL,1,2018-09-13,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
858,60297,Walleye,Sander,vitreus,47.0,1078.0,M,ADS,1.0,2013-10-03,2013,Lake Diefenbaker,Lake Diefenbaker,50.655468,-107.959385,SK,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",143.0,,1,2018-09-13,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
859,60297,Walleye,Sander,vitreus,47.0,1078.0,M,ADS,1.0,2013-10-03,2013,Lake Diefenbaker,Lake Diefenbaker,50.655468,-107.959385,SK,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",5.0,BDL,1,2018-09-13,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
860,60298,Walleye,Sander,vitreus,43.0,697.0,M,ADS,1.0,2013-10-03,2013,Lake Diefenbaker,Lake Diefenbaker,50.655468,-107.959385,SK,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",102.0,,1,2018-09-13,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
861,60298,Walleye,Sander,vitreus,43.0,697.0,M,ADS,1.0,2013-10-03,2013,Lake Diefenbaker,Lake Diefenbaker,50.655468,-107.959385,SK,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",5.0,BDL,1,2018-09-13,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
862,60300,Walleye,Sander,vitreus,38.0,502.9,M,ADS,1.0,2013-10-03,2013,Lake Diefenbaker,Lake Diefenbaker,50.655468,-107.959385,SK,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",85.6,,1,2023-10-26,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
863,60300,Walleye,Sander,vitreus,38.0,502.9,M,ADS,1.0,2013-10-03,2013,Lake Diefenbaker,Lake Diefenbaker,50.655468,-107.959385,SK,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",50.0,L,1,2023-10-26,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
864,60451,Walleye,Sander,vitreus,57.0,1767.0,F,ADS,1.0,2013-10-15,2013,Lake Winnipeg,Lake Winnipeg South Basin,50.834617,-96.858125,MB,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",139.0,,1,2018-09-17,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
865,60451,Walleye,Sander,vitreus,57.0,1767.0,F,ADS,1.0,2013-10-15,2013,Lake Winnipeg,Lake Winnipeg South Basin,50.834617,-96.858125,MB,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",5.0,BDL,1,2018-09-17,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
866,60452,Walleye,Sander,vitreus,47.0,1109.3,F,ADS,1.0,2013-10-15,2013,Lake Winnipeg,Lake Winnipeg South Basin,50.834617,-96.858125,MB,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",89.4,,1,2018-09-17,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
867,60452,Walleye,Sander,vitreus,47.0,1109.3,F,ADS,1.0,2013-10-15,2013,Lake Winnipeg,Lake Winnipeg South Basin,50.834617,-96.858125,MB,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",5.0,BDL,1,2018-09-17,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
868,60453,Walleye,Sander,vitreus,47.0,1050.0,F,ADS,1.0,2013-10-15,2013,Lake Winnipeg,Lake Winnipeg South Basin,50.834617,-96.858125,MB,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",75.4,,1,2018-09-17,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
869,60453,Walleye,Sander,vitreus,47.0,1050.0,F,ADS,1.0,2013-10-15,2013,Lake Winnipeg,Lake Winnipeg South Basin,50.834617,-96.858125,MB,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",5.0,BDL,1,2018-09-17,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
870,60454,Walleye,Sander,vitreus,48.0,1424.1,F,ADS,1.0,2013-10-15,2013,Lake Winnipeg,Lake Winnipeg South Basin,50.834617,-96.858125,MB,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",111.0,,1,2018-10-01,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
871,60454,Walleye,Sander,vitreus,48.0,1424.1,F,ADS,1.0,2013-10-15,2013,Lake Winnipeg,Lake Winnipeg South Basin,50.834617,-96.858125,MB,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",8.33,,1,2018-10-01,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
872,60455,Walleye,Sander,vitreus,51.0,1440.1,F,ADS,1.0,2013-10-15,2013,Lake Winnipeg,Lake Winnipeg South Basin,50.834617,-96.858125,MB,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane",80.0,,1,2018-03-13,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
873,60455,Walleye,Sander,vitreus,51.0,1440.1,F,ADS,1.0,2013-10-15,2013,Lake Winnipeg,Lake Winnipeg South Basin,50.834617,-96.858125,MB,WHA,"Chlorinated Alkanes, SC (C10-C13), Total",5.0,BDL,1,2018-03-13,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
874,60456,Walleye,Sander,vitreus,41.0,698.0,M,ADS,1.0,2013-10-15,2013,Lake Winnipeg,Lake Winnipeg South Basin,50.834617,-96.858125,MB,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane",100.0,,1,2018-03-13,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
875,60456,Walleye,Sander,vitreus,41.0,698.0,M,ADS,1.0,2013-10-15,2013,Lake Winnipeg,Lake Winnipeg South Basin,50.834617,-96.858125,MB,WHA,"Chlorinated Alkanes, SC (C10-C13), Total",5.0,BDL,1,2018-03-13,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
876,60457,Walleye,Sander,vitreus,45.0,863.0,M,ADS,1.0,2013-10-15,2013,Lake Winnipeg,Lake Winnipeg South Basin,50.834617,-96.858125,MB,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",102.0,,1,2018-10-01,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
877,60457,Walleye,Sander,vitreus,45.0,863.0,M,ADS,1.0,2013-10-15,2013,Lake Winnipeg,Lake Winnipeg South Basin,50.834617,-96.858125,MB,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",5.0,BDL,1,2018-10-01,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
878,60458,Walleye,Sander,vitreus,49.0,1385.0,F,ADS,1.0,2013-10-15,2013,Lake Winnipeg,Lake Winnipeg South Basin,50.834617,-96.858125,MB,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",127.0,,1,2018-10-01,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
879,60458,Walleye,Sander,vitreus,49.0,1385.0,F,ADS,1.0,2013-10-15,2013,Lake Winnipeg,Lake Winnipeg South Basin,50.834617,-96.858125,MB,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",5.0,BDL,1,2018-10-01,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
880,60459,Walleye,Sander,vitreus,49.0,1565.0,F,ADS,1.0,2013-10-15,2013,Lake Winnipeg,Lake Winnipeg South Basin,50.834617,-96.858125,MB,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",93.8,,1,2018-10-01,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
881,60459,Walleye,Sander,vitreus,49.0,1565.0,F,ADS,1.0,2013-10-15,2013,Lake Winnipeg,Lake Winnipeg South Basin,50.834617,-96.858125,MB,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",5.0,BDL,1,2018-10-01,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
882,60460,Walleye,Sander,vitreus,35.5,447.0,M,ADS,1.0,2013-10-15,2013,Lake Winnipeg,Lake Winnipeg South Basin,50.834617,-96.858125,MB,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",90.6,,1,2018-10-01,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
883,60460,Walleye,Sander,vitreus,35.5,447.0,M,ADS,1.0,2013-10-15,2013,Lake Winnipeg,Lake Winnipeg South Basin,50.834617,-96.858125,MB,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",31.2,,1,2018-10-01,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
884,60516,Walleye,Sander,vitreus,42.0,707.6,F,ADS,1.0,2013-09-20,2013,St. Lawrence River,St. Lawrence River,46.741468,-71.294742,QC,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane",79.2,,1,2018-02-06,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
885,60516,Walleye,Sander,vitreus,42.0,707.6,F,ADS,1.0,2013-09-20,2013,St. Lawrence River,St. Lawrence River,46.741468,-71.294742,QC,WHA,"Chlorinated Alkanes, SC (C10-C13), Total",11.6,,1,2018-02-06,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
886,60517,Walleye,Sander,vitreus,42.0,763.3,F,ADS,1.0,2013-09-20,2013,St. Lawrence River,St. Lawrence River,46.741468,-71.294742,QC,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane",74.5,,1,2018-02-06,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
887,60517,Walleye,Sander,vitreus,42.0,763.3,F,ADS,1.0,2013-09-20,2013,St. Lawrence River,St. Lawrence River,46.741468,-71.294742,QC,WHA,"Chlorinated Alkanes, SC (C10-C13), Total",5.0,BDL,1,2018-02-06,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
888,60520,Walleye,Sander,vitreus,33.0,399.9,UNK,IMM,1.0,2013-09-20,2013,St. Lawrence River,St. Lawrence River,46.741468,-71.294742,QC,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",107.0,,1,2018-10-01,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
889,60520,Walleye,Sander,vitreus,33.0,399.9,UNK,IMM,1.0,2013-09-20,2013,St. Lawrence River,St. Lawrence River,46.741468,-71.294742,QC,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",5.0,BDL,1,2018-10-01,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
890,60522,Walleye,Sander,vitreus,39.0,577.0,F,ADS,1.0,2013-09-20,2013,St. Lawrence River,St. Lawrence River,46.741468,-71.294742,QC,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",88.6,,1,2018-10-01,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
891,60522,Walleye,Sander,vitreus,39.0,577.0,F,ADS,1.0,2013-09-20,2013,St. Lawrence River,St. Lawrence River,46.741468,-71.294742,QC,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",5.0,BDL,1,2018-10-01,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
892,60523,Walleye,Sander,vitreus,41.5,677.0,F,ADS,1.0,2013-09-20,2013,St. Lawrence River,St. Lawrence River,46.741468,-71.294742,QC,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",113.0,,1,2018-10-01,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
893,60523,Walleye,Sander,vitreus,41.5,677.0,F,ADS,1.0,2013-09-20,2013,St. Lawrence River,St. Lawrence River,46.741468,-71.294742,QC,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",5.0,BDL,1,2018-10-01,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
894,60524,Walleye,Sander,vitreus,38.5,530.5,M,ADS,1.0,2013-09-20,2013,St. Lawrence River,St. Lawrence River,46.741468,-71.294742,QC,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",169.0,,1,2018-10-01,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
895,60524,Walleye,Sander,vitreus,38.5,530.5,M,ADS,1.0,2013-09-20,2013,St. Lawrence River,St. Lawrence River,46.741468,-71.294742,QC,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",5.0,BDL,1,2018-10-01,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
896,60662,Walleye,Sander,vitreus,65.0,2280.0,F,ADS,1.0,2013-11-15,2013,Lake Erie,Western Basin L Erie,41.8611,-82.83361,ON,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane",108.0,,1,2018-02-08,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
897,60662,Walleye,Sander,vitreus,65.0,2280.0,F,ADS,1.0,2013-11-15,2013,Lake Erie,Western Basin L Erie,41.8611,-82.83361,ON,WHA,"Chlorinated Alkanes, SC (C10-C13), Total",5.0,BDL,1,2018-02-08,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
898,60666,Walleye,Sander,vitreus,52.0,1291.7,F,ADS,1.0,2013-11-15,2013,Lake Erie,Western Basin L Erie,41.8611,-82.83361,ON,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane",134.0,,1,2018-02-08,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
899,60666,Walleye,Sander,vitreus,52.0,1291.7,F,ADS,1.0,2013-11-15,2013,Lake Erie,Western Basin L Erie,41.8611,-82.83361,ON,WHA,"Chlorinated Alkanes, SC (C10-C13), Total",5.0,BDL,1,2018-02-08,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
900,60667,Walleye,Sander,vitreus,66.0,2976.0,F,ADS,1.0,2013-11-15,2013,Lake Erie,Western Basin L Erie,41.8611,-82.83361,ON,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane",40.5,,1,2018-06-21,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
901,60667,Walleye,Sander,vitreus,66.0,2976.0,F,ADS,1.0,2013-11-15,2013,Lake Erie,Western Basin L Erie,41.8611,-82.83361,ON,WHA,"Chlorinated Alkanes, SC (C10-C13), Total",5.0,BDL,1,2018-06-21,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
902,60671,Walleye,Sander,vitreus,53.0,1559.1,F,ADS,1.0,2013-11-15,2013,Lake Erie,Western Basin L Erie,41.8611,-82.83361,ON,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane",49.9,,1,2018-06-21,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
903,60671,Walleye,Sander,vitreus,53.0,1559.1,F,ADS,1.0,2013-11-15,2013,Lake Erie,Western Basin L Erie,41.8611,-82.83361,ON,WHA,"Chlorinated Alkanes, SC (C10-C13), Total",5.0,BDL,1,2018-06-21,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
904,60672,Walleye,Sander,vitreus,61.8,2582.0,F,ADS,1.0,2013-11-15,2013,Lake Erie,Western Basin L Erie,41.8611,-82.83361,ON,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane",37.2,,1,2018-06-21,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
905,60672,Walleye,Sander,vitreus,61.8,2582.0,F,ADS,1.0,2013-11-15,2013,Lake Erie,Western Basin L Erie,41.8611,-82.83361,ON,WHA,"Chlorinated Alkanes, SC (C10-C13), Total",5.0,BDL,1,2018-06-21,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
906,60673,Walleye,Sander,vitreus,56.8,1960.6,F,ADS,1.0,2013-11-15,2013,Lake Erie,Western Basin L Erie,41.8611,-82.83361,ON,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane",46.9,,1,2018-06-21,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
907,60673,Walleye,Sander,vitreus,56.8,1960.6,F,ADS,1.0,2013-11-15,2013,Lake Erie,Western Basin L Erie,41.8611,-82.83361,ON,WHA,"Chlorinated Alkanes, SC (C10-C13), Total",5.0,BDL,1,2018-06-21,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
908,60674,Walleye,Sander,vitreus,50.0,1332.0,F,ADS,1.0,2013-11-15,2013,Lake Erie,Western Basin L Erie,41.8611,-82.83361,ON,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane",46.8,,1,2018-06-21,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
909,60674,Walleye,Sander,vitreus,50.0,1332.0,F,ADS,1.0,2013-11-15,2013,Lake Erie,Western Basin L Erie,41.8611,-82.83361,ON,WHA,"Chlorinated Alkanes, SC (C10-C13), Total",5.0,BDL,1,2018-06-21,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
